AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample 
GCA_902724115.1,Canis lupus (gray wolf),Canis lupus,13,2020/01/11 00:00,CENTRE FOR GEOGENETICS,12866,16715,SAMEA6249878
GCA_902723955.1,Canis lupus familiaris (dog),Canis lupus,9,2020/01/11 00:00,CENTRE FOR GEOGENETICS,11674,16718,SAMEA6249868
GCA_902725195.1,Canis lupus familiaris (dog),Canis lupus,79,2020/01/11 00:00,CENTRE FOR GEOGENETICS,11670,16130,SAMEA6250005
GCA_902724025.1,Canis lupus familiaris (dog),Canis lupus,10,2020/01/11 00:00,CENTRE FOR GEOGENETICS,11420,16717,SAMEA6249871
GCA_902723755.1,Canis lupus familiaris (dog),Canis lupus,16,2020/01/11 00:00,CENTRE FOR GEOGENETICS,11390,16719,SAMEA6249861
GCA_902724175.1,Canis lupus familiaris (dog),Canis lupus,19,2020/01/11 00:00,CENTRE FOR GEOGENETICS,9867,16129,SAMEA6249915
GCA_902724665.1,Canis lupus familiaris (dog),Canis lupus,20,2020/01/11 00:00,CENTRE FOR GEOGENETICS,9867,16129,SAMEA6249945
GCA_902724335.1,Canis lupus familiaris (dog),Canis lupus,15,2020/01/11 00:00,CENTRE FOR GEOGENETICS,9866,16129,SAMEA6249923
GCA_902724485.1,Canis lupus familiaris (dog),Canis lupus,29,2020/01/11 00:00,CENTRE FOR GEOGENETICS,9142,16130,SAMEA6249927
GCA_902724365.1,Canis lupus familiaris (dog),Canis lupus,17,2020/01/11 00:00,CENTRE FOR GEOGENETICS,8900,16129,SAMEA6249937
GCA_902724745.1,Canis lupus familiaris (dog),Canis lupus,7,2020/01/11 00:00,CENTRE FOR GEOGENETICS,8875,16129,SAMEA6249968
GCA_902723865.1,Canis lupus familiaris (dog),Canis lupus,7,2020/01/11 00:00,CENTRE FOR GEOGENETICS,8513,16140,SAMEA6249883
GCA_902724545.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,8411,16140,SAMEA6249954
GCA_902724235.1,Canis lupus familiaris (dog),Canis lupus,22,2020/01/11 00:00,CENTRE FOR GEOGENETICS,8349,16130,SAMEA6249911
GCA_001039535.1,Ovis canadensis canadensis (bighorn sheep),Ovis canadensis,12,2015/06/25 00:00,University of Alberta,8067,100190483,SAMN03282167
GCA_902723855.1,Canis lupus familiaris (dog),Canis lupus,13,2020/01/11 00:00,CENTRE FOR GEOGENETICS,5308,16722,SAMEA6249859
GCA_902724135.1,Canis lupus familiaris (dog),Canis lupus,12,2020/01/11 00:00,CENTRE FOR GEOGENETICS,4667,16129,SAMEA6249918
GCA_902724625.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,4657,16129,SAMEA6249957
GCA_902724345.1,Canis lupus familiaris (dog),Canis lupus,14,2020/01/11 00:00,CENTRE FOR GEOGENETICS,4579,16129,SAMEA6249935
GCA_902723845.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,4493,16129,SAMEA6249887
GCA_902725085.1,Canis lupus familiaris (dog),Canis lupus,9,2020/01/11 00:00,CENTRE FOR GEOGENETICS,4341,16129,SAMEA6250000
GCA_902724565.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,4273,16129,SAMEA6249944
GCA_902724635.1,Canis lupus familiaris (dog),Canis lupus,8,2020/01/11 00:00,CENTRE FOR GEOGENETICS,4267,16075,SAMEA6249948
GCA_902725045.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,4237,16129,SAMEA6249989
GCA_902724185.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,4112,16129,SAMEA6249913
GCA_902723905.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,3948,16129,SAMEA6249890
GCA_902724125.1,Canis lupus familiaris (dog),Canis lupus,14,2020/01/11 00:00,CENTRE FOR GEOGENETICS,3640,16140,SAMEA6249904
GCA_902723995.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,3537,16129,SAMEA6249898
GCA_902725125.1,Canis lupus (gray wolf),Canis lupus,14,2020/01/11 00:00,CENTRE FOR GEOGENETICS,3330,16129,SAMEA6249997
GCA_902724465.1,Canis lupus familiaris (dog),Canis lupus,17,2020/01/11 00:00,CENTRE FOR GEOGENETICS,3322,16032,SAMEA6249921
GCA_902723975.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,3233,16723,SAMEA6249874
GCA_902724655.1,Canis lupus familiaris (dog),Canis lupus,10,2020/01/11 00:00,CENTRE FOR GEOGENETICS,3195,16129,SAMEA6249940
GCA_902723785.1,Canis lupus familiaris (dog),Canis lupus,10,2020/01/11 00:00,CENTRE FOR GEOGENETICS,3188,16129,SAMEA6249891
GCA_902724285.1,Canis lupus (gray wolf),Canis lupus,14,2020/01/11 00:00,CENTRE FOR GEOGENETICS,2979,16129,SAMEA6249912
GCA_902725035.1,Canis lupus familiaris (dog),Canis lupus,11,2020/01/11 00:00,CENTRE FOR GEOGENETICS,2931,16129,SAMEA6249987
GCA_902723945.1,Canis lupus familiaris (dog),Canis lupus,8,2020/01/11 00:00,CENTRE FOR GEOGENETICS,2884,16688,SAMEA6249880
GCA_902725105.1,Canis lupus familiaris (dog),Canis lupus,10,2020/01/11 00:00,CENTRE FOR GEOGENETICS,2690,16140,SAMEA6250002
GCA_902724825.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,2440,16129,SAMEA6249976
GCA_902724705.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,2398,16129,SAMEA6249947
GCA_902724435.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,2263,15962,SAMEA6249938
GCA_902724325.1,Canis lupus familiaris (dog),Canis lupus,7,2020/01/11 00:00,CENTRE FOR GEOGENETICS,2246,16129,SAMEA6249934
GCA_902724265.1,Canis lupus familiaris (dog),Canis lupus,7,2020/01/11 00:00,CENTRE FOR GEOGENETICS,2217,16129,SAMEA6249903
GCA_902725065.1,Canis lupus (gray wolf),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,2029,16129,SAMEA6249984
GCA_902723735.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1650,16719,SAMEA6249863
GCA_902724355.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1647,16129,SAMEA6249930
GCA_902724685.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1579,16129,SAMEA6249942
GCA_902723775.1,Canis lupus familiaris (dog),Canis lupus,8,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1491,16129,SAMEA6249893
GCA_902724445.1,Canis lupus familiaris (dog),Canis lupus,10,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1478,16129,SAMEA6249931
GCA_902723795.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1462,16129,SAMEA6249889
GCA_902724195.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1455,16080,SAMEA6249914
GCA_902724455.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1422,16129,SAMEA6249936
GCA_902724095.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1420,16718,SAMEA6249879
GCA_902724065.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1369,16722,SAMEA6249881
GCA_902724525.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1340,16129,SAMEA6249939
GCA_902724395.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1304,16129,SAMEA6249929
GCA_902724165.1,Canis lupus familiaris (dog),Canis lupus,31,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1300,16130,SAMEA6249908
GCA_902723815.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1293,16721,SAMEA6249860
GCA_902724225.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1289,16140,SAMEA6249902
GCA_902724405.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1267,16140,SAMEA6249926
GCA_902724985.1,Canis lupus familiaris (dog),Canis lupus,7,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1253,16140,SAMEA6249999
GCA_902723895.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1248,16123,SAMEA6249892
GCA_902724275.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1237,16129,SAMEA6249917
GCA_902724315.1,Canis lupus familiaris (dog),Canis lupus,78,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1190,16129,SAMEA6249900
GCA_902724555.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1181,16129,SAMEA6249946
GCA_902723885.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1157,16661,SAMEA6249866
GCA_902724075.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1127,16707,SAMEA6249876
GCA_902724205.1,Canis lupus familiaris (dog),Canis lupus,3,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1115,16140,SAMEA6249905
GCA_902724155.1,Canis lupus familiaris (dog),Canis lupus,8,2020/01/11 00:00,CENTRE FOR GEOGENETICS,1049,16140,SAMEA6249916
GCA_902724385.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,976,16129,SAMEA6249922
GCA_902725075.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,875,16129,SAMEA6249990
GCA_902724715.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,871,16129,SAMEA6249941
GCA_902725155.1,Canis lupus familiaris (dog),Canis lupus,8,2020/01/11 00:00,CENTRE FOR GEOGENETICS,871,16140,SAMEA6250001
GCA_902723745.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,836,16694,SAMEA6249864
GCA_902724425.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,804,16129,SAMEA6249928
GCA_902724725.1,Canis lupus (gray wolf),Canis lupus,8,2020/01/11 00:00,CENTRE FOR GEOGENETICS,758,16129,SAMEA6249943
GCA_902723935.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,692,16706,SAMEA6249872
GCA_902723765.1,Canis lupus familiaris (dog),Canis lupus,3,2020/01/11 00:00,CENTRE FOR GEOGENETICS,423,16718,SAMEA6249867
GCA_902724145.1,Canis lupus familiaris (dog),Canis lupus,12,2020/01/11 00:00,CENTRE FOR GEOGENETICS,413,16129,SAMEA6249909
GCA_902724105.1,Canis lupus familiaris (dog),Canis lupus,2,2020/01/11 00:00,CENTRE FOR GEOGENETICS,282,16695,SAMEA6249870
GCA_902723805.1,Canis lupus familiaris (dog),Canis lupus,2,2020/01/11 00:00,CENTRE FOR GEOGENETICS,245,16710,SAMEA6249865
GCA_902723825.1,Canis lupus familiaris (dog),Canis lupus,1,2020/01/11 00:00,CENTRE FOR GEOGENETICS,107,16605,SAMEA6249862
GCA_902724035.1,Canis lupus familiaris (dog),Canis lupus,1,2020/01/11 00:00,CENTRE FOR GEOGENETICS,106,16652,SAMEA6249882
GCF_000002175.1,Pan troglodytes verus (chimpanzee),Pan troglodytes,0,2006/04/20 00:00,The Chimpanzee Chromosome Y Sequencing Consortium,10257935,10257935,SAMD00067074
GCA_000090855.1,Pan troglodytes (chimpanzee),Pan troglodytes,0,2004/07/02 00:00,The International Chimpanzee Chromosome 22 Consortium,9982772,27632627,
GCA_001270425.1,Macaca mulatta (Rhesus monkey),Macaca mulatta,10,2015/08/20 00:00,Baylor College of Medicine,7945854,7945854,SAMN03857103
GCF_000002135.2,Homo sapiens (human),Homo sapiens,0,2004/09/01 00:00,The Centre for Applied Genomics,6194666,58008433,
GCA_900119615.2,Sus scrofa (pig),Sus scrofa,50,2017/02/08 00:00,SC,4224874,129927919,SAMEA1095224
GCA_013138085.1,Callithrix jacchus (white-tufted-ear marmoset),Callithrix jacchus,40,2020/05/22 00:00,Whitehead Institute for Biomedical Research,1424555,1424555,SAMN14971925
GCA_000442335.2,Homo sapiens (human),Homo sapiens,0,2013/12/06 00:00,"University of California, Santa Cruz",648981,2031890,
GCA_015021865.1,Gorilla gorilla gorilla (western lowland gorilla),Gorilla gorilla,74,2020/10/26 00:00,Penn State University,92417,95534,SAMN04003007
GCA_015021835.1,Pongo abelii (Sumatran orangutan),Pongo abelii,50.9,2020/10/26 00:00,Penn State University,31186,773523,SAMN13940817
GCA_015021855.1,Pan paniscus (pygmy chimpanzee),Pan paniscus,53.5,2020/10/26 00:00,Penn State University,19539,32114,SAMN13940816
GCA_001484535.2,Gorilla gorilla gorilla (western lowland gorilla),Gorilla gorilla,1,2016/01/04 00:00,The Pennsylvania State University,17836,97455,SAMN04003007
GCA_002087435.1,Canis lupus familiaris (dog),Canis lupus,27,2017/04/07 00:00,CAAS,3406,18559,SAMN04320964
GCA_001879175.2,Homo sapiens (human),Homo sapiens,50,2016/11/15 00:00,Macrogen,2776999,2776999,SAMN04169050
GCA_900518905.1,Homo sapiens (human),Homo sapiens,30,2018/10/12 00:00,IBE(CSIC-UNIVERSITAT POMPEU FABRA),1463983,1463983,SAMEA4824001
GCA_900008895.2,Homo sapiens (human),Homo sapiens,193,2017/06/08 00:00,STANFORD UNIVERSITY,288210,4875008,SAMEA2660228
GCA_900065935.1,Homo sapiens (human),Homo sapiens,278,2017/02/14 00:00,STANFORD UNIVERSITY,246893,4799435,SAMEA2660244
GCA_900009965.2,Homo sapiens (human),Homo sapiens,144,2017/06/08 00:00,STANFORD UNIVERSITY,220168,4990037,SAMEA2660257
GCA_900008675.2,Homo sapiens (human),Homo sapiens,274,2017/06/08 00:00,STANFORD UNIVERSITY,198043,1808535,SAMEA2660251
GCA_900009685.2,Homo sapiens (human),Homo sapiens,713,2017/06/08 00:00,STANFORD UNIVERSITY,183885,4944856,SAMEA2660284
GCA_900008985.2,Homo sapiens (human),Homo sapiens,632,2017/06/08 00:00,STANFORD UNIVERSITY,181417,4981080,SAMEA2660282
GCA_900008885.2,Homo sapiens (human),Homo sapiens,159,2017/06/08 00:00,STANFORD UNIVERSITY,166748,4981139,SAMEA2660245
GCA_900016265.2,Homo sapiens (human),Homo sapiens,179,2017/06/08 00:00,STANFORD UNIVERSITY,157242,3257779,SAMEA2660226
GCA_900156565.1,Pan troglodytes (chimpanzee),Pan troglodytes,648,2017/02/12 00:00,STANFORD UNIVERSITY,150035,4897251,SAMEA2660243
GCA_900011565.2,Homo sapiens (human),Homo sapiens,211,2017/06/08 00:00,STANFORD UNIVERSITY,141013,4864910,SAMEA2660234
GCA_900009015.2,Homo sapiens (human),Homo sapiens,772,2017/06/08 00:00,STANFORD UNIVERSITY,131529,4947421,SAMEA2660300
GCA_900009025.2,Homo sapiens (human),Homo sapiens,299,2017/06/08 00:00,STANFORD UNIVERSITY,128834,2195551,SAMEA2660303
GCA_900009215.2,Homo sapiens (human),Homo sapiens,473,2017/06/08 00:00,STANFORD UNIVERSITY,128547,4205554,SAMEA2660250
GCA_900009005.2,Homo sapiens (human),Homo sapiens,158,2017/06/08 00:00,STANFORD UNIVERSITY,124968,4321023,SAMEA2660296
GCA_900009075.2,Homo sapiens (human),Homo sapiens,267,2017/06/08 00:00,STANFORD UNIVERSITY,118470,4781155,SAMEA2660280
GCA_900007535.2,Homo sapiens (human),Homo sapiens,163,2017/06/08 00:00,STANFORD UNIVERSITY,110410,4874468,SAMEA2660306
GCA_900012675.2,Homo sapiens (human),Homo sapiens,183,2017/06/08 00:00,STANFORD UNIVERSITY,107470,4830505,SAMEA2660307
GCA_900009105.2,Homo sapiens (human),Homo sapiens,120,2017/06/08 00:00,STANFORD UNIVERSITY,107303,4852494,SAMEA2660241
GCA_900010295.2,Homo sapiens (human),Homo sapiens,118,2017/06/08 00:00,STANFORD UNIVERSITY,105783,4868155,SAMEA2660223
GCA_900007485.2,Homo sapiens (human),Homo sapiens,133,2017/06/08 00:00,STANFORD UNIVERSITY,105290,4748070,SAMEA2660271
GCA_900009225.2,Homo sapiens (human),Homo sapiens,190,2017/06/08 00:00,STANFORD UNIVERSITY,104884,1970973,SAMEA2660311
GCA_900009935.2,Homo sapiens (human),Homo sapiens,794,2017/06/08 00:00,STANFORD UNIVERSITY,102509,3927570,SAMEA2660290
GCA_900008955.2,Homo sapiens (human),Homo sapiens,140,2017/06/08 00:00,STANFORD UNIVERSITY,96238,4890411,SAMEA2660287
GCA_900008185.2,Homo sapiens (human),Homo sapiens,123,2017/06/08 00:00,STANFORD UNIVERSITY,95167,4862915,SAMEA2660275
GCA_900011785.2,Homo sapiens (human),Homo sapiens,133,2017/06/08 00:00,STANFORD UNIVERSITY,94915,4862583,SAMEA2660239
GCA_900008225.2,Homo sapiens (human),Homo sapiens,120,2017/06/08 00:00,STANFORD UNIVERSITY,94894,4813063,SAMEA2660222
GCA_900019285.2,Homo sapiens (human),Homo sapiens,110,2017/06/08 00:00,STANFORD UNIVERSITY,94492,4780839,SAMEA2660240
GCA_900008905.2,Homo sapiens (human),Homo sapiens,142,2017/06/08 00:00,STANFORD UNIVERSITY,94328,4855493,SAMEA2660276
GCA_900011235.2,Homo sapiens (human),Homo sapiens,185,2017/06/08 00:00,STANFORD UNIVERSITY,93589,4864438,SAMEA2660318
GCA_900010575.2,Homo sapiens (human),Homo sapiens,135,2017/06/08 00:00,STANFORD UNIVERSITY,92506,4855484,SAMEA2660274
GCA_900009925.2,Homo sapiens (human),Homo sapiens,85,2017/06/08 00:00,STANFORD UNIVERSITY,88031,4868050,SAMEA2660262
GCA_003711475.1,Homo sapiens (human),Homo sapiens,79,2018/11/02 00:00,University of Washington,86969,86969,SAMN09643900
GCA_900009085.2,Homo sapiens (human),Homo sapiens,398,2017/06/08 00:00,STANFORD UNIVERSITY,84613,4657271,SAMEA2660256
GCA_900012405.2,Homo sapiens (human),Homo sapiens,120,2017/06/08 00:00,STANFORD UNIVERSITY,84401,4799836,SAMEA2660313
GCA_900009675.2,Homo sapiens (human),Homo sapiens,161,2017/06/08 00:00,STANFORD UNIVERSITY,83657,1868060,SAMEA2660289
GCA_900008175.2,Homo sapiens (human),Homo sapiens,175,2017/06/08 00:00,STANFORD UNIVERSITY,83612,4872329,SAMEA2660233
GCA_900008975.2,Homo sapiens (human),Homo sapiens,384,2017/06/08 00:00,STANFORD UNIVERSITY,83226,3006495,SAMEA2660281
GCA_003711455.1,Homo sapiens (human),Homo sapiens,69,2018/11/02 00:00,University of Washington,83112,83112,SAMN09651199
GCA_900009325.2,Homo sapiens (human),Homo sapiens,153,2017/06/08 00:00,STANFORD UNIVERSITY,82065,4772837,SAMEA2660232
GCA_900016245.2,Homo sapiens (human),Homo sapiens,65,2017/06/08 00:00,STANFORD UNIVERSITY,81468,4855880,SAMEA2660258
GCA_900007505.2,Homo sapiens (human),Homo sapiens,138,2017/06/08 00:00,STANFORD UNIVERSITY,81118,4846390,SAMEA2660291
GCA_003709635.1,Homo sapiens (human),Homo sapiens,66,2018/11/02 00:00,University of Washington,81065,81065,SAMN02744161
GCA_900007515.2,Homo sapiens (human),Homo sapiens,128,2017/06/08 00:00,STANFORD UNIVERSITY,79835,4870487,SAMEA2660294
GCA_900008705.2,Homo sapiens (human),Homo sapiens,135,2017/06/08 00:00,STANFORD UNIVERSITY,79656,4868464,SAMEA2660314
GCA_900008915.2,Homo sapiens (human),Homo sapiens,131,2017/06/08 00:00,STANFORD UNIVERSITY,78451,3081026,SAMEA2660278
GCA_003709745.1,Homo sapiens (human),Homo sapiens,75,2018/11/02 00:00,University of Washington,78378,78378,SAMN05603729
GCA_900007475.2,Homo sapiens (human),Homo sapiens,158,2017/06/08 00:00,STANFORD UNIVERSITY,77545,4832058,SAMEA2660248
GCA_900008205.2,Homo sapiens (human),Homo sapiens,204,2017/06/08 00:00,STANFORD UNIVERSITY,77480,2142614,SAMEA2660277
GCA_003709805.1,Homo sapiens (human),Homo sapiens,51,2018/11/02 00:00,University of Washington,73605,73605,SAMN09690649
GCA_003709695.1,Homo sapiens (human),Homo sapiens,98,2018/11/02 00:00,University of Washington,73146,73146,SAMN05603745
GCA_003709765.1,Homo sapiens (human),Homo sapiens,77,2018/11/02 00:00,University of Washington,72602,72602,SAMN05603847
GCA_900008685.2,Homo sapiens (human),Homo sapiens,141,2017/06/08 00:00,STANFORD UNIVERSITY,72117,4831703,SAMEA2660227
GCA_003709785.1,Homo sapiens (human),Homo sapiens,75,2018/11/02 00:00,University of Washington,71949,71949,SAMN05181962
GCA_003709735.1,Homo sapiens (human),Homo sapiens,71,2018/11/02 00:00,University of Washington,71538,71538,SAMN06885952
GCA_900009045.2,Homo sapiens (human),Homo sapiens,171,2017/06/08 00:00,STANFORD UNIVERSITY,71485,3858096,SAMEA2660312
GCA_900008115.2,Homo sapiens (human),Homo sapiens,170,2017/06/08 00:00,STANFORD UNIVERSITY,69820,4812136,SAMEA2660261
GCA_900011575.2,Homo sapiens (human),Homo sapiens,115,2017/06/08 00:00,STANFORD UNIVERSITY,69281,4805240,SAMEA2660317
GCA_900008965.2,Homo sapiens (human),Homo sapiens,103,2017/06/08 00:00,STANFORD UNIVERSITY,68639,4858127,SAMEA2660283
GCA_900019275.2,Homo sapiens (human),Homo sapiens,115,2017/06/08 00:00,STANFORD UNIVERSITY,68592,2096904,SAMEA2660305
GCA_900011495.2,Homo sapiens (human),Homo sapiens,82,2017/06/08 00:00,STANFORD UNIVERSITY,68454,2032774,SAMEA2660231
GCA_900008145.2,Homo sapiens (human),Homo sapiens,69,2017/06/08 00:00,STANFORD UNIVERSITY,66469,4721327,SAMEA2660267
GCA_900009945.2,Homo sapiens (human),Homo sapiens,117,2017/06/08 00:00,STANFORD UNIVERSITY,62569,4897789,SAMEA2660298
GCA_900008165.2,Homo sapiens (human),Homo sapiens,92,2017/06/08 00:00,STANFORD UNIVERSITY,62012,4360674,SAMEA2660266
GCA_003709615.1,Homo sapiens (human),Homo sapiens,72,2018/11/02 00:00,University of Washington,61120,61120,SAMN03255769
GCA_003709625.1,Homo sapiens (human),Homo sapiens,104,2018/11/02 00:00,University of Washington,58728,58728,SAMN04229552
GCA_900016275.2,Homo sapiens (human),Homo sapiens,142,2017/06/08 00:00,STANFORD UNIVERSITY,58669,4898071,SAMEA2660309
