#Organism Name,Organism Groups,Strain,BioSample,BioProject,AssemblyAccession,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,ReleaseOrder,Year,GenBank FTP,RefSeq FTP
Struthidea cinerea,Aves,B10K-DU-029-33,SAMN12253937,PRJNA545868,GCA_013397865.1,Scaffold,1042.12,42,,VZTI01,10902,14144,7/10/2020,2224,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/397/865/GCA_013397865.1_ASM1339786v1,
Aegotheles bennettii,Aves,B10K-DU-029-76,SAMN12253958,PRJNA545868,GCA_013398125.1,Scaffold,1089.12,41.1,,VZRW01,25868,13701,7/10/2020,2225,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/125/GCA_013398125.1_ASM1339812v1,
Climacteris rufus,Aves,B10K-DU-029-53,SAMN12253953,PRJNA545868,GCA_013398175.1,Scaffold,1058.97,41.5,,VZRZ01,15302,14096,7/10/2020,2226,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/175/GCA_013398175.1_ASM1339817v1,
Steatornis caripensis,Aves,OUT-0004,SAMN12253980,PRJNA545868,GCA_013398225.1,Scaffold,1222.77,41.6,,VZSC01,47435,14562,7/10/2020,2227,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/225/GCA_013398225.1_ASM1339822v1,
Promerops cafer,Aves,B10K-UC-030-53,SAMN12253977,PRJNA545868,GCA_013398275.1,Scaffold,1043.74,41.7,,VZSE01,27395,14105,7/10/2020,2228,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/275/GCA_013398275.1_ASM1339827v1,
Chionis minor,Aves,B10K-UC-030-51,SAMN12253976,PRJNA545868,GCA_013398295.1,Scaffold,1174,42.3,,VZSF01,17903,14305,7/10/2020,2229,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/295/GCA_013398295.1_ASM1339829v1,
Nothoprocta pentlandii,Aves,B10K-MSB-04,SAMN12253975,PRJNA545868,GCA_013398315.1,Scaffold,984.657,39.8,,VZSG01,5076,13407,7/10/2020,2230,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/315/GCA_013398315.1_ASM1339831v1,
Nothocercus nigrocapillus,Aves,B10K-MSB-02,SAMN12253973,PRJNA545868,GCA_013398345.1,Scaffold,1019.61,39.5,,WBNA01,6429,13113,7/10/2020,2231,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/345/GCA_013398345.1_ASM1339834v1,
Pheucticus melanocephalus,Aves,OUT-0018,SAMN12253988,PRJNA545868,GCA_013398405.1,Scaffold,1048.53,41,,VZSJ01,44782,12796,7/10/2020,2232,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/405/GCA_013398405.1_ASM1339840v1,
Asarcornis scutulata,Aves,OUT-0051,SAMN12254003,PRJNA545868,GCA_013398475.1,Scaffold,1117.98,40.9,,VZSO01,9138,14721,7/10/2020,2233,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/475/GCA_013398475.1_ASM1339847v1,
Certhia familiaris,Aves,OUT-0039,SAMN12253998,PRJNA545868,GCA_013398575.1,Scaffold,1066.43,39.4,,WBNC01,30287,13157,7/10/2020,2234,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/575/GCA_013398575.1_ASM1339857v1,
Cercotrichas coryphoeus,Aves,OUT-0024,SAMN12253994,PRJNA545868,GCA_013398595.1,Scaffold,1029.85,39.7,,WBND01,6008,13559,7/10/2020,2235,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/595/GCA_013398595.1_ASM1339859v1,
Acrocephalus arundinaceus,Aves,OUT-0054,SAMN12254005,PRJNA545868,GCA_013398685.1,Scaffold,1184.25,36.6,,VZST01,29468,13698,7/10/2020,2236,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/685/GCA_013398685.1_ASM1339868v1,
Spelaeornis formosus,Aves,B10K-IZCAS-20218,SAMN12253967,PRJNA545868,GCA_013398795.1,Scaffold,1013.71,39.9,,WBNG01,9456,14015,7/10/2020,2237,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/795/GCA_013398795.1_ASM1339879v1,
Molothrus ater,Aves,OUT-0049,SAMN12254001,PRJNA545868,GCA_013401155.1,Scaffold,1229.06,41.8,,VZUF01,144198,0,7/10/2020,2238,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/401/155/GCA_013401155.1_ASM1340115v1,
Himantopus himantopus,Aves,B10K-DU-002-13,SAMN12253837,PRJNA545868,GCA_013400095.1,Scaffold,1196.5,41.7,,VXBK01,23765,14305,7/10/2020,2239,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/400/095/GCA_013400095.1_ASM1340009v1,
Cardinalis cardinalis,Aves,B10K-DU-001-69,SAMN12253819,PRJNA545868,GCA_013397215.1,Scaffold,1037.93,41.7,,VYXE01,39279,13850,7/10/2020,2240,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/397/215/GCA_013397215.1_ASM1339721v1,
Poecile atricapillus,Aves,OUT-0023,SAMN12253993,PRJNA545868,GCA_013398625.1,Scaffold,1047.31,40.2,,VZSS01,3149,14192,7/10/2020,2241,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/625/GCA_013398625.1_ASM1339862v1,
Haliaeetus albicilla,Aves,OUT-0040,SAMN12253999,PRJNA545868,GCA_013398555.1,Scaffold,1222.69,41.1,,VZSQ01,6418,15186,7/10/2020,2242,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/555/GCA_013398555.1_ASM1339855v1,
Dromaius novaehollandiae,Aves,B10K-LSUMZ-23963,SAMN12253764,PRJNA545868,GCA_013396795.1,Scaffold,1200.67,40.6,,VWZH01,3302,13764,7/10/2020,2243,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/396/795/GCA_013396795.1_ASM1339679v1,
Sylvia atricapilla,Aves,OUT-0013,SAMN12253985,PRJNA545868,GCA_013398435.1,Scaffold,1017.09,40.1,,VZSL01,123,13263,7/10/2020,2244,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/435/GCA_013398435.1_ASM1339843v1,
Motacilla alba,Aves,B10K-DU-001-75,SAMN12253824,PRJNA545868,GCA_013397355.1,Scaffold,1043.12,41.5,,VXBE01,21258,13539,7/10/2020,2245,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/397/355/GCA_013397355.1_ASM1339735v1,
Alca torda,Aves,OUT-0003,SAMN12253979,PRJNA545868,GCA_013398245.1,Scaffold,1162.05,42,,VZSD01,39768,13980,7/10/2020,2246,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/245/GCA_013398245.1_ASM1339824v1,
Bucorvus abyssinicus,Aves,B10K-DU-012-80,SAMN12253919,PRJNA545868,GCA_013398885.1,Scaffold,1102.58,42.8,,VYZL01,13415,14411,7/10/2020,2247,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/885/GCA_013398885.1_ASM1339888v1,
Nyctibius grandis,Aves,B10K-DU-001-56,SAMN12253808,PRJNA545868,GCA_013399155.1,Scaffold,1154.23,41.6,,VWYG01,55068,14073,7/10/2020,2248,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/399/155/GCA_013399155.1_ASM1339915v1,
Sylvia borin,Aves,B10K-DU-002-19,SAMN12253842,PRJNA545868,GCA_013400015.1,Scaffold,1036.64,40.9,,VXBG01,31497,13517,7/10/2020,2249,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/400/015/GCA_013400015.1_ASM1340001v1,
Erithacus rubecula,Aves,OUT-0015,SAMN12253986,PRJNA545868,GCA_013398395.1,Scaffold,979.844,40.5,,VZSK01,2673,13675,7/10/2020,2250,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/395/GCA_013398395.1_ASM1339839v1,
Corvus moneduloides,Aves,OUT-0060,SAMN12254009,PRJNA545868,GCA_013398675.1,Scaffold,1056.53,41.6,,WBNF01,2993,14283,7/10/2020,2251,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/675/GCA_013398675.1_ASM1339867v1,
Hirundo rustica,Aves,B10K-DU-001-67,SAMN12253817,PRJNA545868,GCA_013399815.1,Scaffold,1043.75,42.1,,VZZX01,13084,14438,7/10/2020,2252,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/399/815/GCA_013399815.1_ASM1339981v1,
Corvus monedula,Aves,S_Up_J01,SAMN14646012,PRJNA626609,GCA_013407035.1, Chromosome,1035.86,42.1537,chromosome 1:CM023912.1; chromosome 2:CM023913.1; chromosome 3:CM023914.1; chromosome 4:CM023915.1; chromosome 5:CM023916.1; chromosome 6:CM023917.1; chromosome 7:CM023918.1; chromosome 8:CM023919.1; chromosome 9:CM023920.1; chromosome 10:CM023921.1; chromosome 11:CM023922.1; chromosome 12:CM023923.1; chromosome 13:CM023924.1; chromosome 14:CM023925.1; chromosome 15:CM023926.1; chromosome 17:CM023927.1; chromosome 18:CM023928.1; chromosome 19:CM023929.1; chromosome 20:CM023930.1; chromosome 21:CM023931.1; chromosome 22:CM023932.1; chromosome 23:CM023933.1; chromosome 24:CM023934.1; chromosome 26:CM023935.1; chromosome 27:CM023936.1; chromosome 28:CM023937.1; chromosome Z:CM023938.1; chromosome 1A:CM023939.1; chromosome 4A:CM023940.1,JABDSK01,41,0,7/13/2020,2253,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/407/035/GCA_013407035.1_ASM1340703v1,
Betta splendens,Osteichthyes,SP2018,SAMN13419572,PRJNA592275,GCA_013403625.1, Chromosome,440.785,45.107,chromosome 1:CM023891.1; chromosome 2:CM023892.1; chromosome 3:CM023893.1; chromosome 4:CM023894.1; chromosome 5:CM023895.1; chromosome 6:CM023896.1; chromosome 7:CM023897.1; chromosome 8:CM023898.1; chromosome 9:CM023899.1; chromosome 10:CM023900.1; chromosome 11:CM023901.1; chromosome 12:CM023902.1; chromosome 13:CM023903.1; chromosome 14:CM023904.1; chromosome 15:CM023905.1; chromosome 16:CM023906.1; chromosome 17:CM023907.1; chromosome 18:CM023908.1; chromosome 19:CM023909.1; chromosome 20:CM023910.1; chromosome 21:CM023911.1,JAAGWJ01,109,0,7/13/2020,2254,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/403/625/GCA_013403625.1_Bspl.v1.2018,
Ara glaucogularis,Aves,,SAMN15376960,PRJNA642113,GCA_013433245.1,Scaffold,1139.7,41.8,,JACACR01,56,0,7/21/2020,2255,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/433/245/GCA_013433245.1_TAMU_Btm_v1.0,
Amphilophus citrinellus,Osteichthyes,fMPI-2012,SAMN15430250,PRJNA643830,GCA_013435755.1, Chromosome,961.231,39.7865,linkage group LG1:CM024192.1; linkage group LG2:CM024193.1; linkage group LG3:CM024194.1; linkage group LG4:CM024195.1; linkage group LG5:CM024196.1; linkage group LG6:CM024197.1; linkage group LG8:CM024198.1; linkage group LG9:CM024199.1; linkage group LG10:CM024200.1; linkage group LG11:CM024201.1; linkage group LG12:CM024202.1; linkage group LG13:CM024203.1; linkage group LG14:CM024204.1; linkage group LG15:CM024205.1; linkage group LG16:CM024206.1; linkage group LG17:CM024207.1; linkage group LG18:CM024208.1; linkage group LG19:CM024209.1; linkage group LG20:CM024210.1; linkage group LG22:CM024211.1; linkage group LG23:CM024212.1; mitochondrion MT:CM024214.1,JACBYM01,1392,0,7/21/2020,2256,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/435/755/GCA_013435755.1_ASM1343575v1,
Acanthopagrus latus,Osteichthyes,AL-2020-SCSFRI,SAMN12777031,PRJNA566022,GCA_013436515.1, Chromosome,806.072,42.0838,chromosome 1:CM024215.1; chromosome 2:CM024216.1; chromosome 3:CM024217.1; chromosome 4:CM024218.1; chromosome 5:CM024219.1; chromosome 6:CM024220.1; chromosome 7:CM024221.1; chromosome 8:CM024222.1; chromosome 9:CM024223.1; chromosome 10:CM024224.1; chromosome 11:CM024225.1; chromosome 12:CM024226.1; chromosome 13:CM024227.1; chromosome 14:CM024228.1; chromosome 15:CM024229.1; chromosome 16:CM024230.1; chromosome 17:CM024231.1; chromosome 18:CM024232.1; chromosome 19:CM024233.1; chromosome 20:CM024234.1; chromosome 21:CM024235.1; chromosome 22:CM024236.1; chromosome 23:CM024237.1; chromosome 24:CM024238.1,JABAYC01,4265,0,7/21/2020,2257,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/436/515/GCA_013436515.1_ASM1343651v1,
Labeo gonius,Osteichthyes,CIFRI,SAMN07156107,PRJNA387501,GCA_013461565.1,Scaffold,738.295,36.3,,NPDK01,273565,0,7/22/2020,2258,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/461/565/GCA_013461565.1_ASM1346156v1,
Rhincodon typus,Chondrichthyes,KOGIC-WS-01,SAMN09428498,PRJNA476219,GCA_013626285.1,Scaffold,2820.59,41.1,,QPMN01,136451,0,7/24/2020,2259,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/626/285/GCA_013626285.1_RhiTyp_1.0,
Diceros bicornis minor,Mammalia,SBR-YM,SAMN14912225,PRJNA632573,GCA_013634535.1,Scaffold,2331.67,39,,JACDTQ01,4262,19602,7/24/2020,2260,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/634/535/GCA_013634535.1_ASM1363453v1,
Clarias magur,Osteichthyes,CIFAMagur01,SAMN08826798,PRJNA448280,GCA_013621035.1,Scaffold,941.297,39.8,,QNUK01,3484,23712,7/24/2020,2261,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/621/035/GCA_013621035.1_C_magur1.0,
Gasterosteus nipponicus,Osteichthyes,,SAMD00226355,PRJDB9841,GCA_014132575.1,Scaffold,599.537,34.1,,BMAF01,3095,0,7/29/2020,2262,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/132/575/GCA_014132575.1_Gnip_1.0,
Arvicola amphibius,Mammalia,,SAMEA994740,PRJEB39549,GCA_903992525.1,Scaffold,1764.01,42.1,,CAJEUE01,16368,0,8/3/2020,2263,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/992/525/GCA_903992525.1_mArvAmp1.1_alternate_haplotype,
Pipistrellus pipistrellus,Mammalia,,SAMEA994724,PRJEB39565,GCA_903992515.1,Scaffold,1579.82,42.4,,CAJEUF01,10447,0,8/3/2020,2264,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/992/515/GCA_903992515.1_mPipPip1.1_alternate_haplotype,
Pipistrellus pipistrellus,Mammalia,,SAMEA994724,PRJEB39564,GCA_903992545.1, Chromosome,1763.44,42.5594,chromosome 1:LR862356.1; chromosome 2:LR862357.1; chromosome 3:LR862358.1; chromosome 4:LR862360.1; chromosome 5:LR862361.1; chromosome 6:LR862362.1; chromosome 7:LR862363.1; chromosome 8:LR862364.1; chromosome 9:LR862365.1; chromosome 10:LR862366.1; chromosome 11:LR862367.1; chromosome 12:LR862368.1; chromosome 13:LR862369.1; chromosome 14:LR862370.1; chromosome 15:LR862371.1; chromosome 16:LR862372.1; chromosome 17:LR862373.1; chromosome 18:LR862374.1; chromosome 19:LR862375.1; chromosome 20:LR862376.1; chromosome 21:LR862377.1; chromosome X:LR862359.1; mitochondrion MT:LR862378.1,CAJEUD01,323,0,8/3/2020,2265,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/992/545/GCA_903992545.1_mPipPip1.1,
Arvicola amphibius,Mammalia,,SAMEA994740,PRJEB39550,GCA_903992535.1, Chromosome,2297.77,42.1758,chromosome 1:NC_052047.1/LR862380.1; chromosome 2:NC_052048.1/LR862381.1; chromosome 3:NC_052049.1/LR862382.1; chromosome 4:NC_052050.1/LR862383.1; chromosome 5:NC_052051.1/LR862384.1; chromosome 6:NC_052052.1/LR862385.1; chromosome 7:NC_052053.1/LR862386.1; chromosome 8:NC_052054.1/LR862388.1; chromosome 9:NC_052055.1/LR862389.1; chromosome 10:NC_052056.1/LR862390.1; chromosome 11:NC_052057.1/LR862391.1; chromosome 12:NC_052058.1/LR862392.1; chromosome 13:NC_052059.1/LR862393.1; chromosome 14:NC_052060.1/LR862394.1; chromosome 15:NC_052061.1/LR862395.1; chromosome 16:NC_052062.1/LR862396.1; chromosome 17:NC_052063.1/LR862397.1; chromosome 18:NC_052064.1/LR862398.1; chromosome X:NC_052065.1/LR862387.1,CAJEUG01,216,40754,8/3/2020,2266,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/992/535/GCA_903992535.1_mArvAmp1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/992/535/GCF_903992535.1_mArvAmp1.1
Heterocephalus glaber,Mammalia,MEF-2018,SAMN10409247,PRJNA505051,GCA_014060925.1,Scaffold,3041.86,38.2,,RPGA01,9262,0,8/4/2020,2267,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/060/925/GCA_014060925.1_Heter_glaber.v1.7_hic_pac,
Hydrochoerus hydrochaeris,Mammalia,,SAMD00144944,PRJDB7394,GCA_014189835.1,Scaffold,2482.21,40.1,,BIFG01,1001378,0,8/4/2020,2268,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/189/835/GCA_014189835.1_Capy_1.0,
Homo sapiens,Mammalia,HG02970,SAMN11308414,PRJNA530216,GCA_014083845.1,Contig,2877.21,41,,JACJDE01,1395,0,8/6/2020,2269,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/083/845/GCA_014083845.1_HG02970_prelim_1.0,
Rousettus aegyptiacus,Mammalia,mRouAeg1,SAMN14734550,PRJNA665208,GCA_014176215.1,Scaffold,1893.6,40.2,mitochondrion MT:CM024382.1,JACASE01,29,56391,8/7/2020,2270,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/176/215/GCA_014176215.1_mRouAeg1.p,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/176/215/GCF_014176215.1_mRouAeg1.p
Myotis myotis,Mammalia,mMyoMyo1,SAMN14734277,PRJNA665501,GCA_014108235.1,Scaffold,2002.8,43.1999,mitochondrion MT:NC_029346.1/CM024383.1,JABWUV01,93,61156,8/7/2020,2271,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/108/235/GCA_014108235.1_mMyoMyo1.p,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/108/235/GCF_014108235.1_mMyoMyo1.p
Pipistrellus kuhlii,Mammalia,mPipKuh1,SAMN14734388,PRJNA666119,GCA_014108245.1,Scaffold,1775.69,42.6,mitochondrion MT:CM024384.1,JACAGB01,202,53802,8/7/2020,2272,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/108/245/GCA_014108245.1_mPipKuh1.p,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/108/245/GCF_014108245.1_mPipKuh1.p
Molossus molossus,Mammalia,mMolMol1,SAMN14734448,PRJNA665629,GCA_014108415.1,Scaffold,2315.57,42.5,mitochondrion MT:CM024385.1,JACASF01,60,42753,8/7/2020,2273,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/108/415/GCA_014108415.1_mMolMol1.p,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/108/415/GCF_014108415.1_mMolMol1.p
Rhinolophus ferrumequinum,Mammalia,mRhiFer1,SAMN14734547,PRJNA628581,GCA_014108255.1,Scaffold,2072.56,40.2,mitochondrion MT:CM024386.1,JACAGC01,50,41563,8/7/2020,2274,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/108/255/GCA_014108255.1_mRhiFer1.p,
Acomys russatus,Mammalia,,SAMEA104026431,PRJEB39768,GCA_903995435.1, Chromosome,2301.52,42.5156,chromosome 1:LR877212.1; chromosome 2:LR877213.1; chromosome 3:LR877214.1; chromosome 4:LR877215.1; chromosome 5:LR877216.1; chromosome 6:LR877217.1; chromosome 7:LR877218.1; chromosome 8:LR877219.1; chromosome 9:LR877220.1; chromosome 10:LR877221.1; chromosome 11:LR877222.1; chromosome 12:LR877223.1; chromosome 13:LR877224.1; chromosome 14:LR877225.1; chromosome 15:LR877226.1; chromosome 16:LR877227.1; chromosome 17:LR877228.1; chromosome 18:LR877229.1; chromosome 19:LR877230.1; chromosome 20:LR877231.1; chromosome 21:LR877232.1; chromosome 22:LR877233.1; chromosome 23:LR877234.1; chromosome 24:LR877235.1; chromosome 25:LR877236.1; chromosome 26:LR877237.1; chromosome 27:LR877238.1; chromosome 28:LR877239.1; chromosome 29:LR877240.1; chromosome 30:LR877241.1; chromosome 31:LR877242.1; chromosome 32:LR877243.1; chromosome X:LR877244.1,CAJFAB01,623,0,8/12/2020,2275,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/995/435/GCA_903995435.1_mAcoRus1.1,
Oryzias melastigma,Osteichthyes,bigg-433,SAMN12368440,PRJNA556761,GCA_014170095.1,Scaffold,844.166,38.9,,WKFB01,1257,25699,8/12/2020,2276,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/170/095/GCA_014170095.1_ASM1417009v1,
Bos gaurus,Mammalia,Gaur_Henry_Doorly_Zoo_5443,SAMN05558794,PRJNA325061,GCA_014182915.1, Chromosome,2717.35,41.8318,chromosome 1:CM024435.1; chromosome 2:CM024436.1; chromosome 3:CM024437.1; chromosome 4:CM024438.1; chromosome 5:CM024439.1; chromosome 6:CM024440.1; chromosome 7:CM024441.1; chromosome 8:CM024442.1; chromosome 9:CM024443.1; chromosome 10:CM024444.1; chromosome 11:CM024445.1; chromosome 12:CM024446.1; chromosome 13:CM024447.1; chromosome 14:CM024448.1; chromosome 15:CM024449.1; chromosome 16:CM024450.1; chromosome 17:CM024451.1; chromosome 18:CM024452.1; chromosome 19:CM024453.1; chromosome 20:CM024454.1; chromosome 21:CM024455.1; chromosome 22:CM024456.1; chromosome 23:CM024457.1; chromosome 24:CM024458.1; chromosome 25:CM024459.1; chromosome 26:CM024460.1; chromosome 27:CM024461.1; chromosome 28:CM024462.1; chromosome 29:CM024463.1; chromosome X:CM024464.1; mitochondrion MT:CM024465.1,JACAOC01,635,0,8/13/2020,2277,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/915/GCA_014182915.1_ARS_UOA_Gaur_1,
Sciaenops ocellatus,Osteichthyes,XU1910,SAMN13064845,PRJNA578506,GCA_014183145.1, Chromosome,684.634,41.2506,chromosome 1:CM024387.1; chromosome 2:CM024388.1; chromosome 3:CM024389.1; chromosome 4:CM024390.1; chromosome 5:CM024391.1; chromosome 6:CM024392.1; chromosome 7:CM024393.1; chromosome 8:CM024394.1; chromosome 9:CM024395.1; chromosome 10:CM024396.1; chromosome 11:CM024397.1; chromosome 12:CM024398.1; chromosome 13:CM024399.1; chromosome 14:CM024400.1; chromosome 15:CM024401.1; chromosome 16:CM024402.1; chromosome 17:CM024403.1; chromosome 18:CM024404.1; chromosome 19:CM024405.1; chromosome 20:CM024406.1; chromosome 21:CM024407.1; chromosome 22:CM024408.1; chromosome 23:CM024409.1; chromosome 24:CM024410.1,WIRC01,34462,0,8/13/2020,2278,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/183/145/GCA_014183145.1_ASM1418314v1,
Dicerorhinus sumatrensis harrissoni,Mammalia,Kertam,SAMN15164313,PRJNA638009,GCA_014189135.1,Scaffold,2442.45,39.6,,JABWHU01,1781,0,8/14/2020,2279,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/189/135/GCA_014189135.1_NRM_Dsumatrensis_v1.fasta,
Onychomys torridus,Mammalia,,SAMEA104026389,PRJEB39770,GCA_903995425.1, Chromosome,2468.39,41.8911,chromosome 1:NC_050443.1/LR877188.1; chromosome 2:NC_050444.1/LR877189.1; chromosome 3:NC_050445.1/LR877190.1; chromosome 4:NC_050446.1/LR877191.1; chromosome 5:NC_050447.1/LR877192.1; chromosome 6:NC_050448.1/LR877193.1; chromosome 7:NC_050449.1/LR877194.1; chromosome 8:NC_050450.1/LR877195.1; chromosome 9:NC_050451.1/LR877196.1; chromosome 10:NC_050452.1/LR877197.1; chromosome 11:NC_050453.1/LR877198.1; chromosome 12:NC_050454.1/LR877199.1; chromosome 13:NC_050455.1/LR877200.1; chromosome 14:NC_050456.1/LR877201.1; chromosome 15:NC_050457.1/LR877202.1; chromosome 16:NC_050458.1/LR877203.1; chromosome 17:NC_050459.1/LR877204.1; chromosome 18:NC_050460.1/LR877205.1; chromosome 19:NC_050461.1/LR877206.1; chromosome 20:NC_050462.1/LR877207.1; chromosome 21:NC_050463.1/LR877208.1; chromosome 22:NC_050464.1/LR877209.1; chromosome 23:NC_050465.1/LR877210.1; chromosome X:NC_050466.1/LR877211.1,CAJFAA01,2949,43242,8/18/2020,2280,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/995/425/GCA_903995425.1_mOncTor1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/995/425/GCF_903995425.1_mOncTor1.1
Phoebastria albatrus,Aves,,SAMD00237437,PRJDB10276,GCA_014363385.1,Scaffold,1165.2,41.7,,BMBH01,23454,0,8/22/2020,2281,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/363/385/GCA_014363385.1_P_albatrus_scaffold_01,
Cygnus cygnus,Aves,,SAMD00237433,PRJDB10192,GCA_014362685.1,Scaffold,1052.38,41.1,,BMBB01,25888,0,8/22/2020,2282,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/362/685/GCA_014362685.1_C_cygnus_scaffold_01,
Corvus macrorhynchos,Aves,,SAMD00237434,PRJDB10193,GCA_014363025.1,Scaffold,1018.44,41.9,,BMBD01,16523,0,8/22/2020,2283,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/363/025/GCA_014363025.1_C_macrorhynchos_scaffold_01,
Columba janthina nitens,Aves,,SAMD00237431,PRJDB10189,GCA_014362705.1,Scaffold,1083.63,41.6,,BMBC01,15508,0,8/22/2020,2284,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/362/705/GCA_014362705.1_C_janthina_scaffold_01,
Fratercula cirrhata,Aves,,SAMD00237436,PRJDB10194,GCA_014363165.1,Scaffold,1105.96,41.6,,BMBE01,33379,0,8/22/2020,2285,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/363/165/GCA_014363165.1_F_cirrhata_scaffold_01,
Haliaeetus pelagicus,Aves,,SAMD00237430,PRJDB10191,GCA_014363185.1,Scaffold,1175.97,41.8,,BMBF01,14266,0,8/22/2020,2286,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/363/185/GCA_014363185.1_H_pelagicus_scaffold_01,
Leucopsar rothschildi,Aves,,SAMD00237439,PRJDB10196,GCA_014363365.1,Scaffold,999.683,41.4,,BMBG01,13134,0,8/22/2020,2287,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/363/365/GCA_014363365.1_L_rothschildi_scaffold_01,
