Organism Groups,AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmissionYear,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample,GenBank assembly accession,RefSeq assembly accession,sequencing_tech,long_reads
Osteichthyes,GCA_015106535.1,Neolamprologus prochilus (bony fishes),Neolamprologus prochilus,9.93,10/29/2020,2020,"""CICHLID~X""",6194,16229,SAMN12123768,NA,NA,NA,NA
Osteichthyes,GCA_015052485.1,Lamprologus ocellatus (bony fishes),Lamprologus ocellatus,10.4,10/28/2020,2020,"""CICHLID~X""",6093,14052,SAMN12123656,NA,NA,NA,NA
Osteichthyes,GCA_900303275.1,Antennarius striatus (striated frogfish),Antennarius striatus,13,3/19/2018,2018,CEES,6086,9774,SAMEA4028823,NA,NA,NA,NA
Osteichthyes,GCA_015109845.1,Callochromis melanostigma (bony fishes),Callochromis melanostigma,9.96,10/29/2020,2020,"""CICHLID~X""",6084,15141,SAMN12123970,NA,NA,NA,NA
Osteichthyes,GCA_015111415.1,Benthochromis tricoti (bony fishes),Benthochromis tricoti,9.31,10/29/2020,2020,"""CICHLID~X""",6075,18261,SAMN12124044,NA,NA,NA,NA
Osteichthyes,GCA_015111315.1,Petrochromis sp. 'kipili brown' AB-2019 (bony fishes),Petrochromis sp. 'kipili brown' AB-2019,9.2,10/29/2020,2020,"""CICHLID~X""",6031,18722,SAMN12124052,NA,NA,NA,NA
Osteichthyes,GCA_015109455.1,Tropheus sp. 'lunatus' AB-2019 (bony fishes),Tropheus sp. 'lunatus' AB-2019,9.29,10/29/2020,2020,"""CICHLID~X""",6009,19082,SAMN12123991,NA,NA,NA,NA
Osteichthyes,GCA_015105035.1,Julidochromis sp. 'regani south' AB-2019 (bony fishes),Julidochromis sp. 'regani south' AB-2019,9.43,10/29/2020,2020,"""CICHLID~X""",5984,16378,SAMN12123716,NA,NA,NA,NA
Osteichthyes,GCA_015104955.1,Neolamprologus multifasciatus (bony fishes),Neolamprologus multifasciatus,8.21,10/29/2020,2020,"""CICHLID~X""",5944,11588,SAMN12123724,NA,NA,NA,NA
Osteichthyes,GCA_900302305.1,Polymixia japonica (silver eye),Polymixia japonica,18,3/19/2018,2018,CEES,5803,9571,SAMEA4028769,NA,NA,NA,NA
Osteichthyes,GCA_015105175.1,Ophthalmotilapia ventralis (bony fishes),Ophthalmotilapia ventralis,10.07,10/29/2020,2020,"""CICHLID~X""",5802,14465,SAMN12123710,NA,NA,NA,NA
Osteichthyes,GCA_900312955.1,Myoxocephalus scorpius (shorthorn sculpin),Myoxocephalus scorpius,16,3/19/2018,2018,CEES,5716,9473,SAMEA4028818,NA,NA,NA,NA
Osteichthyes,GCA_015112995.1,Astatotilapia flaviijosephi (bony fishes),Astatotilapia flaviijosephi,6.95,10/29/2020,2020,"""CICHLID~X""",5687,11777,SAMN12124119,NA,NA,NA,NA
Osteichthyes,GCA_900312575.1,Acanthochaenus luetkenii (pricklefish),Acanthochaenus luetkenii,21,3/19/2018,2018,CEES,5636,8444,SAMEA4028810,NA,NA,NA,NA
Osteichthyes,GCA_015104895.1,Altolamprologus sp. 'compressiceps shell' AB-2019 (bony fishes),Altolamprologus sp. 'compressiceps shell' AB-2019,7.26,10/29/2020,2020,"""CICHLID~X""",5613,11410,SAMN12123725,NA,NA,NA,NA
Osteichthyes,GCA_015107875.1,Lamprologus lemairii (bony fishes),Lamprologus lemairii,10.21,10/29/2020,2020,"""CICHLID~X""",5584,14205,SAMN12123808,NA,NA,NA,NA
Osteichthyes,GCA_015110815.1,Trematocara zebra (bony fishes),Trematocara zebra,9.19,10/29/2020,2020,"""CICHLID~X""",5470,9927,SAMN12124076,NA,NA,NA,NA
Osteichthyes,GCA_900302675.1,Chaenocephalus aceratus (blackfin icefish),Chaenocephalus aceratus,35,3/19/2018,2018,CEES,5460,7329,SAMEA4028820,NA,NA,NA,NA
Osteichthyes,GCA_015106375.1,Cunningtonia longiventralis (bony fishes),Cunningtonia longiventralis,10.37,10/29/2020,2020,"""CICHLID~X""",5379,13987,SAMN12123777,NA,NA,NA,NA
Osteichthyes,GCA_901007905.1,Nerophis ophidion (straightnose pipefish),Nerophis ophidion,13,4/15/2020,2020,CEES,5245,6841,SAMEA5563358,NA,NA,NA,NA
Osteichthyes,GCA_015104975.1,Xenotilapia singularis (bony fishes),Xenotilapia singularis,9.72,10/29/2020,2020,"""CICHLID~X""",5159,12215,SAMN12123721,NA,NA,NA,NA
Osteichthyes,GCA_900302605.1,Rondeletia loricata (redmouth whalefish),Rondeletia loricata,16,3/19/2018,2018,CEES,5112,7469,SAMEA4028809,NA,NA,NA,NA
Osteichthyes,GCA_015113075.1,Neolamprologus cancellatus (bony fishes),Neolamprologus cancellatus,8.78,10/29/2020,2020,"""CICHLID~X""",5093,10194,SAMN12124117,NA,NA,NA,NA
Osteichthyes,GCA_900302375.1,Bathygadus melanobranchus (Vaillant's grenadier),Bathygadus melanobranchus,26,3/19/2018,2018,CEES,4956,6483,SAMEA4028785,NA,NA,NA,NA
Osteichthyes,GCA_900302355.1,Cyttopsis rosea (rosy dory),Cyttopsis rosea,28,3/19/2018,2018,CEES,4843,7082,SAMEA4028773,NA,NA,NA,NA
Osteichthyes,GCA_004193235.1,Hypophthalmichthys nobilis (bighead carp),Hypophthalmichthys nobilis,83,2/12/2019,2019,University of Nebraska at Omaha,4840,83012,SAMN04317176,NA,NA,NA,NA
Osteichthyes,GCA_900323335.1,Zeus faber (John dory),Zeus faber,23,3/26/2018,2018,CEES,4642,6332,SAMEA4028772,NA,NA,NA,NA
Osteichthyes,GCA_015108615.1,Australoheros scitulus (bony fishes),Australoheros scitulus,10.48,10/29/2020,2020,"""CICHLID~X""",4616,10905,SAMN12123897,NA,NA,NA,NA
Osteichthyes,GCA_900302635.1,Chatrabus melanurus (pony toadfish),Chatrabus melanurus,40,3/30/2018,2018,CEES,4581,5920,SAMEA4028814,NA,NA,NA,NA
Osteichthyes,GCA_900302345.1,Melanonus zugmayeri (arrowtail),Melanonus zugmayeri,37,3/19/2018,2018,CEES,4562,7633,SAMEA4028779,NA,NA,NA,NA
Osteichthyes,GCA_014525385.1,Labeo catla (catla),Labeo catla,48,9/11/2020,2020,Chattogram Veterinary and Animal Sciences University,4548,723740,SAMN14544131,NA,NA,NA,NA
Osteichthyes,GCA_900302315.1,Phycis blennoides (bony fishes),Phycis blennoides,31,3/18/2018,2018,CEES,4532,10640,SAMEA4028788,NA,NA,NA,NA
Osteichthyes,GCA_900302275.1,Osmerus eperlanus (European smelt),Osmerus eperlanus,19,3/18/2018,2018,CEES,4524,6820,SAMEA4028764,NA,NA,NA,NA
Osteichthyes,GCA_900302395.1,Bregmaceros cantori (striped codlet),Bregmaceros cantori,24,3/30/2018,2018,CEES,4452,5922,SAMEA4028775,NA,NA,NA,NA
Osteichthyes,GCA_015108585.1,Amphilophus zaliosus (arrow cichlid),Amphilophus zaliosus,8.34,10/29/2020,2020,"""CICHLID~X""",4450,9619,SAMN12123896,NA,NA,NA,NA
Osteichthyes,GCA_900323375.1,Benthosema glaciale (glacier lanternfish),Benthosema glaciale,19,3/26/2018,2018,CEES,4393,6111,SAMEA4028768,NA,NA,NA,NA
Osteichthyes,GCA_900312565.1,Beryx splendens (splendid alfonsino),Beryx splendens,14,3/19/2018,2018,CEES,4286,5987,SAMEA4028808,NA,NA,NA,NA
Osteichthyes,GCA_900312555.1,Lamprogrammus exutus (bony fishes),Lamprogrammus exutus,9,3/20/2018,2018,CEES,4213,5470,SAMEA4028812,NA,NA,NA,NA
Osteichthyes,GCA_900302295.1,Parasudis fraserbrunneri (bony fishes),Parasudis fraserbrunneri,19,3/21/2018,2018,CEES,4177,6391,SAMEA4028766,NA,NA,NA,NA
Osteichthyes,GCA_900323295.1,Molva molva (ling),Molva molva,33,3/26/2018,2018,CEES,4136,5266,SAMEA4028791,NA,NA,NA,NA
Osteichthyes,GCA_009193085.1,Sander vitreus (walleye),Sander vitreus,50,10/21/2019,2019,Auburn University,4133,4133,SAMN11180528,NA,NA,NA,NA
Osteichthyes,GCA_015103455.1,Trematocara variabile (bony fishes),Trematocara variabile,10.11,10/29/2020,2020,"""CICHLID~X""",4100,6153,SAMN12123628,NA,NA,NA,NA
Osteichthyes,GCA_900302545.1,Lampris guttatus (North Atlantic opah),Lampris guttatus,14,3/30/2018,2018,CEES,4051,5222,SAMEA4028803,NA,NA,NA,NA
Osteichthyes,GCA_900660315.1,Diretmoides pauciradiatus (bony fishes),Diretmoides pauciradiatus,46,6/19/2019,2019,CEES,4028,6032,SAMEA5226239,NA,NA,NA,NA
Osteichthyes,GCA_015103295.1,Ptychochromis oligocanthus (bony fishes),Ptychochromis oligocanthus,7.25,10/29/2020,2020,"""CICHLID~X""",3997,8315,SAMN12123633,NA,NA,NA,NA
Osteichthyes,GCA_900323325.1,Borostomias antarcticus (large-eye snaggletooth),Borostomias antarcticus,19,3/26/2018,2018,CEES,3928,5368,SAMEA4028765,NA,NA,NA,NA
Osteichthyes,GCA_900303215.1,Trachyrincus scabrus (roughsnout grenadier),Trachyrincus scabrus,38,3/18/2018,2018,CEES,3900,6379,SAMEA4028781,NA,NA,NA,NA
Osteichthyes,GCA_900302385.1,Lota lota (burbot),Lota lota,30,3/18/2018,2018,CEES,3803,4892,SAMEA4028790,NA,NA,NA,NA
Osteichthyes,GCA_900312945.1,Merluccius capensis (shallow-water Cape hake),Merluccius capensis,20,3/18/2018,2018,CEES,3792,4774,SAMEA4028778,NA,NA,NA,NA
Osteichthyes,GCA_900683385.1,Anoplogaster cornuta (common fangtooth),Anoplogaster cornuta,42,6/15/2019,2019,CEES,3719,4562,SAMEA5226237,NA,NA,NA,NA
Osteichthyes,GCA_900312585.1,Malacocephalus occidentalis (western softhead grenadier),Malacocephalus occidentalis,33,3/18/2018,2018,CEES,3697,4932,SAMEA4028787,NA,NA,NA,NA
Osteichthyes,GCA_900302425.1,Brosme brosme (tusk),Brosme brosme,27,3/18/2018,2018,CEES,3682,4650,SAMEA4028792,NA,NA,NA,NA
Osteichthyes,GCA_900312545.1,Merluccius merluccius (European hake),Merluccius merluccius,30,3/18/2018,2018,CEES,3670,5117,SAMEA4028777,NA,NA,NA,NA
Osteichthyes,GCA_900302575.1,Gadus chalcogrammus (walleye pollock),Gadus chalcogrammus,29,3/19/2018,2018,CEES,3603,4335,SAMEA4028800,NA,NA,NA,NA
Osteichthyes,GCA_900323355.1,Merlangius merlangus (whiting),Merlangius merlangus,37,3/26/2018,2018,CEES,3538,4444,SAMEA4028797,NA,NA,NA,NA
Osteichthyes,GCA_900312625.1,Merluccius polli (Benguela hake),Merluccius polli,20,3/18/2018,2018,CEES,3471,4482,SAMEA4028776,NA,NA,NA,NA
Osteichthyes,GCA_900302335.1,Phycis phycis (bony fishes),Phycis phycis,32,3/18/2018,2018,CEES,3458,4502,SAMEA4028789,NA,NA,NA,NA
Osteichthyes,GCA_900312635.1,Pollachius virens (saithe),Pollachius virens,25,3/18/2018,2018,CEES,3457,4344,SAMEA4028795,NA,NA,NA,NA
Osteichthyes,GCA_900303225.1,Laemonema laureysi (bony fishes),Laemonema laureysi,24,3/18/2018,2018,CEES,3431,4715,SAMEA4028784,NA,NA,NA,NA
Osteichthyes,GCA_901007785.1,Entelurus aequoreus (snake pipefish),Entelurus aequoreus,34,4/15/2020,2020,CEES,3393,3916,SAMEA5563352,NA,NA,NA,NA
Osteichthyes,GCA_900302595.1,Gadiculus argenteus (silvery cod),Gadiculus argenteus,29,3/18/2018,2018,CEES,3379,3951,SAMEA4028794,NA,NA,NA,NA
Osteichthyes,GCA_900312615.1,Stylephorus chordatus (tube-eye),Stylephorus chordatus,23,3/20/2018,2018,CEES,3373,4684,SAMEA4028774,NA,NA,NA,NA
Osteichthyes,GCA_900302365.1,Macrourus berglax (onion-eye grenadier),Macrourus berglax,21,3/18/2018,2018,CEES,3353,4291,SAMEA4028786,NA,NA,NA,NA
Osteichthyes,GCA_900303235.1,Arctogadus glacialis (Arctic cod),Arctogadus glacialis,27,3/19/2018,2018,CEES,3282,3702,SAMEA4028798,NA,NA,NA,NA
Osteichthyes,GCA_900303205.1,Mora moro (bony fishes),Mora moro,39,3/18/2018,2018,CEES,3267,4433,SAMEA4028783,NA,NA,NA,NA
Osteichthyes,GCA_900302415.1,Trisopterus minutus (poor cod),Trisopterus minutus,33,3/18/2018,2018,CEES,3248,3976,SAMEA4028793,NA,NA,NA,NA
Osteichthyes,GCA_900302515.1,Boreogadus saida (bony fishes),Boreogadus saida,30,3/19/2018,2018,CEES,3221,3572,SAMEA4028799,NA,NA,NA,NA
Osteichthyes,GCA_900302325.1,Muraenolepis marmoratus (marbled moray cod),Muraenolepis marmoratus,18,3/19/2018,2018,CEES,3126,3555,SAMEA4028780,NA,NA,NA,NA
Osteichthyes,GCA_015112415.1,Trematocara caparti (bony fishes),Trematocara caparti,11.25,10/29/2020,2020,"""CICHLID~X""",3079,3962,SAMN12124116,NA,NA,NA,NA
Osteichthyes,GCA_900660325.1,Opsanus beta (Gulf toadfish),Opsanus beta,25,6/19/2019,2019,CEES,3062,3335,SAMEA5226235,NA,NA,NA,NA
Osteichthyes,GCA_900312595.1,Guentherus altivela (highfin tadpole fish),Guentherus altivela,9,3/19/2018,2018,CEES,2928,3201,SAMEA4028767,NA,NA,NA,NA
Osteichthyes,GCA_002897255.1,Pagrus major (red seabream),Pagrus major,16,12/28/2017,2017,"Center for Marine Environmental Studies, Ehime University",2822,4644,SAMD00076252,NA,NA,NA,NA
Osteichthyes,GCA_004028445.1,Cirrhinus molitorella (mud carp),Cirrhinus molitorella,54,1/17/2019,2019,Xiamen University,2738,4199,SAMN10663080,NA,NA,NA,NA
Osteichthyes,GCA_900660305.1,Cetomimus sp. NI1144 (bony fishes),Cetomimus sp. NI1144,45,6/15/2019,2019,CEES,2690,3573,SAMEA5226236,NA,NA,NA,NA
Osteichthyes,GCA_003231725.1,Thunnus thynnus (Atlantic bluefin tuna),Thunnus thynnus,15,6/15/2018,2018,Alessia Cariani's shared submissions,2430,3045,SAMN08408184,NA,NA,NA,NA
Osteichthyes,GCA_004124795.1,Poropuntius huangchuchieni (bony fishes),Poropuntius huangchuchieni,50,1/31/2019,2019,Xiamen University,2273,2931,SAMN10662616,NA,NA,NA,NA
Osteichthyes,GCA_009756495.1,Chionodraco hamatus (Antarctic icefish),Chionodraco hamatus,100,12/16/2019,2019,University of Padova,2261,51057,SAMN10434303,NA,NA,NA,NA
Osteichthyes,GCA_013461565.1,Labeo gonius (Kuria labeo),Labeo gonius,12,7/22/2020,2020,ICAR-Central Inland Fisheries Research Institute,2199,3580,SAMN07156107,NA,NA,NA,NA
Osteichthyes,GCA_900660295.1,Diretmus argenteus (silver spinyfin),Diretmus argenteus,117,6/15/2019,2019,CEES,2172,3367,SAMEA5226238,NA,NA,NA,NA
Osteichthyes,GCA_004764525.1,Hypophthalmichthys molitrix (silver carp),Hypophthalmichthys molitrix,80,4/9/2019,2019,University of Nebraska at Omaha,2130,314181,SAMN04317213,NA,NA,NA,NA
Osteichthyes,GCA_001455555.1,Cottus rhenanus (bony fishes),Cottus rhenanus,11,12/2/2015,2015,Cold Spring Harbor Laboratory,2129,7249,SAMN04145896,NA,NA,NA,NA
Osteichthyes,GCA_000787555.1,Pseudopleuronectes yokohamae (marbled flounder),Pseudopleuronectes yokohamae,35,11/24/2014,2014,Tohoku university,1994,1994,SAMD00021058,NA,NA,NA,NA
Osteichthyes,GCA_001910765.2,Sebastes minor (bony fishes),Sebastes minor,34,12/20/2016,2016,USC,1901,7676,SAMN03354192,NA,NA,NA,NA
Osteichthyes,GCA_000776015.1,Cyprinodon nevadensis pectoralis (Amargosa pupfish),Cyprinodon nevadensis,26,11/13/2014,2014,"University of Colorado, Boulder",1416,83166,SAMN03072616,NA,NA,NA,NA
Osteichthyes,GCA_001910785.2,Sebastes steindachneri (bony fishes),Sebastes steindachneri,47,12/20/2016,2016,USC,1311,4288,SAMN03579458,NA,NA,NA,NA
Osteichthyes,GCA_000150935.1,Rhamphochromis esox (bony fishes),Rhamphochromis esox,0,7/9/2008,2008,Cichlid Genome Consortium,1126,1324,SAMN02743805,NA,NA,NA,NA
Osteichthyes,GCA_013184475.1,Acipenser oxyrinchus oxyrinchus (Atlantic sturgeon),Acipenser oxyrinchus,34,5/28/2020,2020,USGS Leetown Science Center,1104,1104,SAMN14251471,NA,NA,NA,NA
Osteichthyes,GCA_000150875.1,Labeotropheus fuelleborni (blue mbuna),Labeotropheus fuelleborni,0,7/9/2008,2008,Cichlid Genome Consortium,1070,1204,SAMN02743802,NA,NA,NA,NA
Osteichthyes,GCA_000150855.1,Mchenga conophoros (bony fishes),Mchenga conophoros,0,7/9/2008,2008,Cichlid Genome Consortium,1066,1329,SAMN02743801,NA,NA,NA,NA
Osteichthyes,GCA_000697985.1,Pampus argenteus (silver pomfret),Pampus argenteus,58,6/3/2014,2014,Kuwait Institute for Scientific Research (KISR),1001,1586,SAMN02699082,NA,NA,NA,NA
Osteichthyes,GCA_000150895.1,Melanochromis auratus (golden mbuna),Melanochromis auratus,0,7/9/2008,2008,Cichlid Genome Consortium,977,1063,SAMN02743803,NA,NA,NA,NA
Osteichthyes,GCA_904066995.1,Poecilia reticulata (guppy),Poecilia reticulata,63,9/16/2020,2020,UNIVERSITY OF EXETER,8200425,32826315,SAMEA6533017,NA,NA,NA,NA
Osteichthyes,GCA_002234695.1,Oryzias latipes (Japanese medaka),Oryzias latipes,1.01,7/27/2017,2017,The University of Tokyo,3516609,32853055,SAMN06690114,NA,NA,NA,NA
Osteichthyes,GCA_002234715.1,Oryzias latipes (Japanese medaka),Oryzias latipes,0.94,7/27/2017,2017,The University of Tokyo,1450098,28873095,SAMN06689975,NA,NA,NA,NA
Osteichthyes,GCA_003186165.1,Scophthalmus maximus (turbot),Scophthalmus maximus,219,6/5/2018,2018,CNAG,54836,24811384,SAMN08049846,NA,NA,NA,NA
Osteichthyes,GCA_010882105.1,Gadus morhua (Atlantic cod),Gadus morhua,70,2/21/2020,2020,CIGENE,10559872,27362751,SAMN13876601,NA,NA,NA,NA
Osteichthyes,GCA_903684865.1,Danio rerio (zebrafish),Danio rerio,67,6/28/2020,2020,SC,4531818,52957805,SAMEA4760846,NA,NA,NA,NA
Osteichthyes,GCA_013358895.1,Oreochromis aureus (blue tilapia),Oreochromis aureus,85,6/18/2020,2020,University of Vienna,4182292,40723988,SAMN14256941,NA,NA,NA,NA
Osteichthyes,GCA_903684855.2,Danio rerio (zebrafish),Danio rerio,67,7/31/2020,2020,SC,3603372,54392677,SAMEA4760849,NA,NA,NA,NA
Osteichthyes,GCF_004634155.1,Esox lucius (northern pike),Esox lucius,260,4/17/2019,2019,University of Victoria,3396779,37550661,SAMN09690694,NA,NA,NA,NA
Osteichthyes,GCA_004348095.1,Oryzias latipes (Japanese medaka),Oryzias latipes,66,3/15/2019,2019,The University of Tokyo,3258597,3258597,SAMN06690114,NA,NA,NA,NA
Osteichthyes,GCA_003845795.1,Larimichthys crocea (large yellow croaker),Larimichthys crocea,0,11/27/2018,2018,Fujian Fuding Seagull Fishing Food Co.,2833482,27849869,SAMN10434301,NA,NA,NA,NA
Osteichthyes,GCA_013350305.1,Oreochromis niloticus (Nile tilapia),Oreochromis niloticus,96,6/16/2020,2020,University of Vienna,2478287,40346024,SAMN14256593,NA,NA,NA,NA
Osteichthyes,GCA_004347445.1,Oryzias latipes (Japanese medaka),Oryzias latipes,108,3/15/2019,2019,The University of Tokyo,2416720,4765304,SAMN06689957,NA,NA,NA,NA
Osteichthyes,GCA_013403625.1,Betta splendens (Siamese fighting fish),Betta splendens,63,7/13/2020,2020,LOEWE Centre for Translational Biodiversity Genomics (LOEWE-TBG),2171468,20674437,SAMN13419572,NA,NA,NA,NA
Osteichthyes,GCA_013036085.1,Poecilia formosa (Amazon molly),Poecilia formosa,34,5/11/2020,2020,University of Missouri,1886272,30625407,SAMN14441686,NA,NA,NA,NA
Osteichthyes,GCA_004006655.3,Ictalurus punctatus (channel catfish),Ictalurus punctatus,54,1/25/2019,2019,Auburn University,1694657,26315040,SAMN08235469,NA,NA,NA,NA
Osteichthyes,GCA_004352675.1,Larimichthys crocea (large yellow croaker),Larimichthys crocea,50,1/30/2019,2019,Jimei University,1604676,28900476,SAMN09701101,NA,NA,NA,NA
Osteichthyes,GCA_003711585.2,Larimichthys crocea (large yellow croaker),Larimichthys crocea,100,11/14/2019,2019,Frasergen bioinfomatics,1327071,29200035,SAMN10077518,NA,NA,NA,NA
Osteichthyes,GCA_004348135.1,Oryzias latipes (Japanese medaka),Oryzias latipes,76,3/15/2019,2019,The University of Tokyo,1303079,1303079,SAMN06689975,NA,NA,NA,NA
Osteichthyes,GCA_013436515.1,Acanthopagrus latus (yellowfin seabream),Acanthopagrus latus,53,7/21/2020,2020,South China Sea Fisheries Research Institute,1174323,30688393,SAMN12777031,NA,NA,NA,NA
Osteichthyes,GCA_013036135.1,Poecilia formosa (Amazon molly),Poecilia formosa,30,5/11/2020,2020,University of Missouri,1103885,25595170,SAMN14441686,NA,NA,NA,NA
Osteichthyes,GCA_008729295.2,Plectropomus leopardus (leopard coralgrouper),Plectropomus leopardus,381,5/7/2020,2020,"Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences",897070,33285428,SAMN11897347,NA,NA,NA,NA
Osteichthyes,GCA_014332655.1,Carassius auratus (goldfish),Carassius auratus,100,8/28/2020,2020,Fujian agriculture and forestry university,483444,31841898,SAMN12618612,NA,NA,NA,NA
Osteichthyes,GCA_008692375.1,Danio rerio (zebrafish),Danio rerio,110,10/7/2019,2019,Harvard University,416828,50576722,SAMN09717249,NA,NA,NA,NA
Osteichthyes,GCA_012393435.1,Verasper variegatus (spotted halibut),Verasper variegatus,215,4/16/2020,2020,BGI-Qingdao,175150,23832094,SAMN13738317,NA,NA,NA,NA
Osteichthyes,GCA_900246015.1,Larimichthys crocea (large yellow croaker),Larimichthys crocea,180,1/18/2018,2018,JIMEI UNIVERSITY,130633,20042208,SAMEA104455074,NA,NA,NA,NA
Osteichthyes,GCF_000721915.3,Esox lucius (northern pike),Esox lucius,243,1/18/2017,2017,"Ben F Koop, Jong S Leong",125635,7945253,SAMN02439989,NA,NA,NA,NA
Osteichthyes,GCF_000180615.1,Takifugu rubripes (torafugu),Takifugu rubripes,8.7,10/13/2011,2011,The Fugu Genome Sequencing Consortium,52883,928938,SAMEA3138310,NA,NA,NA,NA
Osteichthyes,GCA_003309015.1,Sparus aurata (gilthead seabream),Sparus aurata,60,7/19/2018,2018,University of Padova,32411,20611436,SAMN09603368,NA,NA,NA,NA
Osteichthyes,GCA_001904815.2,Paralichthys olivaceus (Japanese flounder),Paralichthys olivaceus,118,3/15/2017,2017,"Yellow Sea Fisheries Research Institute, CAFS",30544,3817360,SAMN05981185,NA,NA,NA,NA
Osteichthyes,GCF_000188235.2,Oreochromis niloticus (Nile tilapia),Oreochromis niloticus,269,2/8/2012,2012,Broad Institute,29493,2766223,SAMN00117560,NA,NA,NA,NA
Osteichthyes,GCA_014300015.1,Nothobranchius furzeri (turquoise killifish),Nothobranchius furzeri,200,8/26/2020,2020,Max Planck Institute for Biology of Ageing,26004,49927339,SAMN13746779,NA,NA,NA,NA
Osteichthyes,GCA_002831465.1,Oncorhynchus tshawytscha (Chinook salmon),Oncorhynchus tshawytscha,100,12/11/2017,2017,Mathomics and Columbia River Inter-Tribal Fish Commission (CRITFC),19113,153278,SAMN07614989,NA,NA,NA,NA
Osteichthyes,GCA_903798185.1,Danio rerio (zebrafish),Danio rerio,56,6/28/2020,2020,SC,17916,49099944,SAMEA104026428,NA,NA,NA,NA
Osteichthyes,GCA_903798175.1,Danio rerio (zebrafish),Danio rerio,56,6/27/2020,2020,SC,17829,51269298,SAMEA104026421,NA,NA,NA,NA
Osteichthyes,GCA_903798165.1,Danio rerio (zebrafish),Danio rerio,54,6/27/2020,2020,SC,17459,48671076,SAMEA104026434,NA,NA,NA,NA
Osteichthyes,GCF_002163495.1,Oncorhynchus mykiss (rainbow trout),Oncorhynchus mykiss,244,6/2/2017,2017,USDA/ARS,13827,1670138,SAMN05449231,NA,NA,NA,NA
Osteichthyes,GCF_000313675.1,Oryzias latipes (Japanese medaka),Oryzias latipes,0,5/9/2007,2007,Medaka genome sequencing project,9628,6078048,SAMD00036523,NA,NA,NA,NA
Osteichthyes,GCA_900005705.1,Oncorhynchus mykiss (rainbow trout),Oncorhynchus mykiss,21,4/29/2014,2014,Genoscope CEA,9390,383627,SAMEA3146328,NA,NA,NA,NA
Osteichthyes,GCF_902713435.1,Acipenser ruthenus (sterlet),Acipenser ruthenus,149,1/8/2020,2020,SC,11500722,42536799,SAMEA5572864,NA,NA,NA,NA
Osteichthyes,GCA_902713425.1,Acipenser ruthenus (sterlet),Acipenser ruthenus,149,1/8/2020,2020,SC,10828506,43124428,SAMEA5572864,NA,NA,NA,NA
Osteichthyes,GCA_013375545.1,Perca flavescens (yellow perch),Perca flavescens,30,6/29/2020,2020,McGill University,3466784,3466784,SAMN15198649,NA,NA,NA,NA
Osteichthyes,GCA_900066045.1,Lates calcarifer (barramundi perch),Lates calcarifer,90,3/2/2017,2017,TEMASEK LIFE SCIENCES LABORATORY,1921842,1921842,SAMEA3519091,NA,NA,NA,NA
Osteichthyes,GCF_014851395.1,Micropterus salmoides (largemouth bass),Micropterus salmoides,85,10/5/2020,2020,Biozeron Shenzhen Inc.,1227323,36481429,SAMN15299117,NA,NA,NA,NA
Osteichthyes,GCA_900066035.1,Lates calcarifer (barramundi perch),Lates calcarifer,90,3/2/2017,2017,TEMASEK LIFE SCIENCES LABORATORY,1066117,1191366,SAMEA3519091,NA,NA,NA,NA
Osteichthyes,GCA_900650485.1,Anabas testudineus (climbing perch),Anabas testudineus,68,2/7/2019,2019,SC,1056890,1103271,SAMEA104026376,NA,NA,NA,NA
Osteichthyes,GCA_902685365.1,Neostethus bicornis (bony fishes),Neostethus bicornis,119,11/26/2019,2019,SC,960770,961046,SAMEA104240207,NA,NA,NA,NA
Osteichthyes,GCA_900963505.1,Echeneis naucrates (live sharksucker),Echeneis naucrates,62,4/11/2019,2019,SC,889301,915456,SAMEA4966390,NA,NA,NA,NA
Osteichthyes,GCA_009819745.1,Hippoglossus hippoglossus (Atlantic halibut),Hippoglossus hippoglossus,56.23,12/27/2019,2019,G10K,826995,826995,SAMN12629501,NA,NA,NA,NA
Osteichthyes,GCA_007844535.1,Esox lucius (northern pike),Esox lucius,97,8/5/2019,2019,INRA,794011,794011,SAMN10736172,NA,NA,NA,NA
