Organism Groups,accession,submission_date,year,ReleaseOrder,sequence_length,organism
Aves,NC_051016,27-Oct-2020,2020,25899,17193,Vireo altiloquus
Aves,NC_051015,27-Oct-2020,2020,25900,16811,Loxia leucoptera
Aves,NC_051014,27-Oct-2020,2020,25901,16854,Regulus satrapa
Aves,NC_051013,27-Oct-2020,2020,25902,16766,Catharus fuscescens
Aves,NC_051012,27-Oct-2020,2020,25903,16936,Campylorhamphus procurvoides
Aves,NC_051011,27-Oct-2020,2020,25904,16940,Sakesphorus luctuosus
Aves,NC_051010,27-Oct-2020,2020,25905,16930,Sclerurus mexicanus
Aves,NC_051009,27-Oct-2020,2020,25906,16901,Grallaria varia
Aves,NC_051008,27-Oct-2020,2020,25907,17003,Cephalopterus ornatus
Aves,NC_051007,27-Oct-2020,2020,25908,16956,Chaetorhynchus papuensis
Aves,NC_051006,27-Oct-2020,2020,25909,16874,Ptilorrhoa leucosticta
Aves,NC_051005,27-Oct-2020,2020,25910,17134,Tachuris rubrigastra
Aves,NC_051004,27-Oct-2020,2020,25911,16935,Acanthisitta chloris
Aves,NC_050835,27-Oct-2020,2020,25912,16738,Mesembrinibis cayennensis
Aves,MN624167,27-Oct-2020,2020,25913,16852,Certhia himalayana
Aves,MN356423,27-Oct-2020,2020,25914,16117,Calonectris borealis
Aves,MN356405,27-Oct-2020,2020,25915,17159,Strix occidentalis caurina
Aves,MN356313,27-Oct-2020,2020,25916,16768,Ptilonorhynchus violaceus
Mammalia,NC_050988,27-Oct-2020,2020,25917,17334,Antechinus arktos
Mammalia,NC_050883,27-Oct-2020,2020,25918,16543,Sapajus flavius
Mammalia,NC_050863,27-Oct-2020,2020,25919,16428,Cervus canadensis
Mammalia,NC_050995,27-Oct-2020,2020,25920,16175,Lasionycteris noctivagans
Mammalia,NC_050994,27-Oct-2020,2020,25921,16189,Tupaia splendidula
Mammalia,NC_050993,27-Oct-2020,2020,25922,16187,Tupaia minor
Mammalia,NC_050992,27-Oct-2020,2020,25923,16186,Tupaia tana
Mammalia,NC_050983,27-Oct-2020,2020,25924,17370,Lepus oiostolus
Osteichthyes,NC_050979,27-Oct-2020,2020,25925,16576,Balitora ludongensis
Osteichthyes,NC_050978,27-Oct-2020,2020,25926,16598,Prolixicheilus longisulcus
Osteichthyes,NC_050964,27-Oct-2020,2020,25927,16978,Inimicus japonicus
Osteichthyes,NC_050921,27-Oct-2020,2020,25928,17130,Cynoglossus nanhaiensis
Osteichthyes,NC_050885,27-Oct-2020,2020,25929,16597,Pseudoscaphirhynchus kaufmanni
Osteichthyes,NC_050876,27-Oct-2020,2020,25930,17417,Hyphessobrycon herbertaxelrodi
Osteichthyes,MN123555,27-Oct-2020,2020,25931,16596,Parasinilabeo longicorpus
Osteichthyes,NC_050740,27-Oct-2020,2020,25932,16488,Molva dypterygia
Squamata,NC_050894,27-Oct-2020,2020,25933,18190,Pareas boulengeri
Osteichthyes,MN617828,28-Oct-2020,2020,25934,16472,Favonigobius reichei
Osteichthyes,MN604279,28-Oct-2020,2020,25935,16569,Lycodes raridens
Osteichthyes,MN598560,28-Oct-2020,2020,25936,16583,Neolissochilus benasi
Mammalia,MT948111,31-Oct-2020,2020,25937,16319,Phocoena phocoena
Mammalia,MT948110,31-Oct-2020,2020,25938,16319,Phocoena phocoena
Mammalia,MT948109,31-Oct-2020,2020,25939,16319,Phocoena phocoena
Mammalia,MT948108,31-Oct-2020,2020,25940,16319,Phocoena phocoena
Mammalia,MT948107,31-Oct-2020,2020,25941,16319,Phocoena phocoena
Mammalia,MT948106,31-Oct-2020,2020,25942,16319,Phocoena phocoena
Mammalia,MT948105,31-Oct-2020,2020,25943,16319,Phocoena phocoena
Mammalia,MT948104,31-Oct-2020,2020,25944,16319,Phocoena phocoena
Mammalia,MT948103,31-Oct-2020,2020,25945,16319,Phocoena phocoena
Mammalia,MT948102,31-Oct-2020,2020,25946,16319,Phocoena phocoena
Mammalia,MT948101,31-Oct-2020,2020,25947,16319,Phocoena phocoena
Mammalia,MT948100,31-Oct-2020,2020,25948,16319,Phocoena phocoena
Mammalia,MT948099,31-Oct-2020,2020,25949,16319,Phocoena phocoena
Mammalia,MT948098,31-Oct-2020,2020,25950,16319,Phocoena phocoena
Mammalia,MT948097,31-Oct-2020,2020,25951,16319,Phocoena phocoena
Mammalia,MT948096,31-Oct-2020,2020,25952,16319,Phocoena phocoena
Mammalia,MT948095,31-Oct-2020,2020,25953,16319,Phocoena phocoena
Mammalia,MT948094,31-Oct-2020,2020,25954,16319,Phocoena phocoena
Mammalia,MT948093,31-Oct-2020,2020,25955,16319,Phocoena phocoena
Mammalia,MT948092,31-Oct-2020,2020,25956,16319,Phocoena phocoena
Mammalia,MT948091,31-Oct-2020,2020,25957,16319,Phocoena phocoena
Mammalia,MT948090,31-Oct-2020,2020,25958,16319,Phocoena phocoena
Mammalia,MT948089,31-Oct-2020,2020,25959,16319,Phocoena phocoena
Mammalia,MT948088,31-Oct-2020,2020,25960,16319,Phocoena phocoena
Mammalia,MT948087,31-Oct-2020,2020,25961,16319,Phocoena phocoena
Mammalia,MT948086,31-Oct-2020,2020,25962,16319,Phocoenoides dalli
Mammalia,MT948085,31-Oct-2020,2020,25963,16319,Phocoenoides dalli
Mammalia,MT948084,31-Oct-2020,2020,25964,16319,Phocoenoides dalli
Mammalia,MT948083,31-Oct-2020,2020,25965,16319,Phocoenoides dalli
Mammalia,MT948082,31-Oct-2020,2020,25966,16319,Phocoenoides dalli
Mammalia,MT948081,31-Oct-2020,2020,25967,16319,Phocoenoides dalli
Mammalia,MT948080,31-Oct-2020,2020,25968,16319,Phocoena dioptrica
Mammalia,MT948079,31-Oct-2020,2020,25969,16319,Phocoena dioptrica
Mammalia,MT948078,31-Oct-2020,2020,25970,16319,Phocoena dioptrica
Mammalia,MT948077,31-Oct-2020,2020,25971,16319,Phocoena sinus
Mammalia,MT948076,31-Oct-2020,2020,25972,16319,Phocoena sinus
Mammalia,MT948075,31-Oct-2020,2020,25973,16319,Phocoena sinus
Mammalia,MT948074,31-Oct-2020,2020,25974,16319,Phocoena sinus
Mammalia,MT948073,31-Oct-2020,2020,25975,16319,Phocoena sinus
Mammalia,MT948072,31-Oct-2020,2020,25976,16319,Phocoena sinus
Mammalia,MT948071,31-Oct-2020,2020,25977,16319,Phocoena sinus
Mammalia,MT948070,31-Oct-2020,2020,25978,16319,Phocoena sinus
Mammalia,MT948069,31-Oct-2020,2020,25979,16319,Phocoena sinus
Mammalia,MT948068,31-Oct-2020,2020,25980,16319,Phocoena sinus
Mammalia,MT948067,31-Oct-2020,2020,25981,16319,Phocoena sinus
Mammalia,MT948066,31-Oct-2020,2020,25982,16319,Phocoena sinus
Mammalia,MT948065,31-Oct-2020,2020,25983,16319,Phocoena spinipinnis
Mammalia,MT948064,31-Oct-2020,2020,25984,16319,Phocoena spinipinnis
Mammalia,MT948063,31-Oct-2020,2020,25985,16319,Phocoena spinipinnis
Mammalia,MT948062,31-Oct-2020,2020,25986,16319,Neophocaena phocaenoides
Mammalia,MT948061,31-Oct-2020,2020,25987,16319,Neophocaena phocaenoides
Mammalia,MT948060,31-Oct-2020,2020,25988,16319,Neophocaena phocaenoides
Mammalia,MT948059,31-Oct-2020,2020,25989,16319,Neophocaena phocaenoides
Mammalia,MT948058,31-Oct-2020,2020,25990,16319,Neophocaena phocaenoides
Mammalia,MT948057,31-Oct-2020,2020,25991,16319,Neophocaena phocaenoides
Mammalia,MG279351,31-Oct-2020,2020,25992,17047,Lepus yarkandensis
Osteichthyes,MT428072,31-Oct-2020,2020,25993,16730,Astyanax altiparanae
Osteichthyes,MT428071,31-Oct-2020,2020,25994,16626,Psalidodon fasciatus
Osteichthyes,MT428070,31-Oct-2020,2020,25995,16812,Psalidodon rivularis
Osteichthyes,MT428069,31-Oct-2020,2020,25996,16779,Psalidodon rivularis
Osteichthyes,MT428068,31-Oct-2020,2020,25997,16714,Astyanax sp. n. IRO-2020
Osteichthyes,MT428067,31-Oct-2020,2020,25998,16763,Astyanax lacustris
Osteichthyes,MN683735,31-Oct-2020,2020,25999,16676,Acheilognathus chankaensis
Squamata,MT872513,31-Oct-2020,2020,26000,16506,Calotes mystaceus
Mammalia,MT985383,1-Nov-2020,2020,26001,17035,Myotis bombinus
Mammalia,MT985382,1-Nov-2020,2020,26002,17036,Myotis bombinus
Osteichthyes,MW026682,1-Nov-2020,2020,26003,16501,Chrysochir aureus
Osteichthyes,MK680823,2-Nov-2020,2020,26004,16957,Trachyrhamphus serratus
Osteichthyes,MK704428,2-Nov-2020,2020,26005,16530,Solegnathus spinosissimus
Aves,CM026823,3-Nov-2020,2020,26006,19935,Pogoniulus pusillus
Aves,CM026719,3-Nov-2020,2020,26007,18488,Falco rusticolus
Mammalia,CM026720,3-Nov-2020,2020,26008,16499,Choloepus didactylus
Mammalia,MK449358,3-Nov-2020,2020,26009,16660,Equus caballus
Mammalia,MK449357,3-Nov-2020,2020,26010,16660,Equus caballus
Mammalia,MK467455,3-Nov-2020,2020,26011,16660,Equus caballus
Mammalia,MK467454,3-Nov-2020,2020,26012,16660,Equus caballus
Mammalia,MK467453,3-Nov-2020,2020,26013,16660,Equus caballus
Mammalia,MN056361,3-Nov-2020,2020,26014,16282,Cricetulus barabensis
Mammalia,MK805519,3-Nov-2020,2020,26015,16310,Microtus fortis pelliceus
Mammalia,MT176385,3-Nov-2020,2020,26016,16656,Equus caballus
Mammalia,MN807618,3-Nov-2020,2020,26017,16235,Praomys delectorum
Mammalia,MN807617,3-Nov-2020,2020,26018,16244,Stenocephalemys albocaudata
Mammalia,MN807616,3-Nov-2020,2020,26019,16278,Millardia meltada
Mammalia,MN807615,3-Nov-2020,2020,26020,16236,Micaelamys namaquensis
Mammalia,MN807614,3-Nov-2020,2020,26021,16263,Golunda ellioti
Mammalia,MN807613,3-Nov-2020,2020,26022,16280,Thallomys paedulcus
Mammalia,MN807612,3-Nov-2020,2020,26023,16259,Aethomys chrysophilus
Mammalia,MN807611,3-Nov-2020,2020,26024,16256,Grammomys poensis
Mammalia,MN807610,3-Nov-2020,2020,26025,16270,Thamnomys kempi
Mammalia,MN807609,3-Nov-2020,2020,26026,16259,Aethomys nyikae
Mammalia,MN807608,3-Nov-2020,2020,26027,16258,Aethomys kaiseri
Mammalia,MN807607,3-Nov-2020,2020,26028,16242,Aethomys hindei
Mammalia,MN807606,3-Nov-2020,2020,26029,16273,Dasymys incomtus
Mammalia,MN807605,3-Nov-2020,2020,26030,16303,Oenomys hypoxanthus
Mammalia,MN807604,3-Nov-2020,2020,26031,16261,Otomys sp. Mount Kenya
Mammalia,MN807603,3-Nov-2020,2020,26032,16259,Otomys typus
Mammalia,MN807602,3-Nov-2020,2020,26033,16257,Hybomys trivirgatus
Mammalia,MN807601,3-Nov-2020,2020,26034,16253,Hybomys planifrons
Mammalia,MN807600,3-Nov-2020,2020,26035,16252,Dephomys defua
Mammalia,MN807599,3-Nov-2020,2020,26036,16266,Stochomys longicaudatus
Mammalia,MN807598,3-Nov-2020,2020,26037,16250,Hybomys univittatus
Mammalia,MN807597,3-Nov-2020,2020,26038,16251,Hybomys sp. n. VVB-2020
Mammalia,MN807596,3-Nov-2020,2020,26039,16258,Rhabdomys dilectus
Mammalia,MN807595,3-Nov-2020,2020,26040,16264,Desmomys harringtoni
Mammalia,MN807594,3-Nov-2020,2020,26041,16243,Lamottemys okuensis
Mammalia,MN807593,3-Nov-2020,2020,26042,16253,Mylomys dybowskii
Mammalia,MN807592,3-Nov-2020,2020,26043,16255,Pelomys fallax
Mammalia,MN807591,3-Nov-2020,2020,26044,16262,Arvicanthis rufinus
Mammalia,MN807590,3-Nov-2020,2020,26045,16259,Arvicanthis nairobae
Mammalia,MN807589,3-Nov-2020,2020,26046,16275,Arvicanthis abyssinicus
Mammalia,MN807588,3-Nov-2020,2020,26047,16272,Arvicanthis somalicus
Mammalia,MN807587,3-Nov-2020,2020,26048,16243,Arvicanthis niloticus
Mammalia,MN807586,3-Nov-2020,2020,26049,16265,Lemniscomys striatus
Mammalia,MN807585,3-Nov-2020,2020,26050,16274,Lemniscomys barbarus
Mammalia,MN807584,3-Nov-2020,2020,26051,16254,Lemniscomys rosalia
Mammalia,MN807583,3-Nov-2020,2020,26052,16276,Lemniscomys bellieri
Mammalia,MN807582,3-Nov-2020,2020,26053,16314,Grammomys selousi
Mammalia,MN807581,3-Nov-2020,2020,26054,16333,Grammomys dolichurus
Mammalia,MN807580,3-Nov-2020,2020,26055,16317,Grammomys macmillani
Mammalia,MN807579,3-Nov-2020,2020,26056,16313,Grammomys surdaster
Osteichthyes,CM026822,3-Nov-2020,2020,26057,17611,Sebastes umbrosus
Osteichthyes,CM026751,3-Nov-2020,2020,26058,16708,Pygocentrus nattereri
Osteichthyes,MN725725,3-Nov-2020,2020,26059,16621,Megalobrama terminalis
Aves,MW043485,4-Nov-2020,2020,26060,16966,Porzana pusilla
Chondrichthyes,MW029477,4-Nov-2020,2020,26061,19435,Hydrolagus mirabilis
Mammalia,MN038167,4-Nov-2020,2020,26062,17216,Chodsigoa parva
Mammalia,MT433094,4-Nov-2020,2020,26063,16341,Hyperacrius fertilis
Mammalia,MN038168,4-Nov-2020,2020,26064,17108,Chodsigoa smithii
Mammalia,MT162465,4-Nov-2020,2020,26065,16322,Bos grunniens
Amphibia,MT782121,7-Nov-2020,2020,26066,19207,Pseudorana sangzhiensis
Aves,MW042786,7-Nov-2020,2020,26067,17561,Anhinga melanogaster
Mammalia,KC516778,7-Nov-2020,2020,26068,16521,Uropsilus aequodonenia
Mammalia,JX945574,7-Nov-2020,2020,26069,16519,Uropsilus investigator
Mammalia,JX945573,7-Nov-2020,2020,26070,16524,Uropsilus andersoni
Osteichthyes,MT185596,8-Nov-2020,2020,26071,16773,Hyphessobrycon megalopterus
Amphibia,MW056201,9-Nov-2020,2020,26072,16313,Paramesotriton aurantius
Mammalia,MW042388,9-Nov-2020,2020,26073,16812,Gymnobelideus leadbeateri
Squamata,MW018358,9-Nov-2020,2020,26074,18475,Pseudoxenodon stejnegeri
Aves,MT360379,10-Nov-2020,2020,26075,16776,Phoenicurus frontalis
Mammalia,CM026996,10-Nov-2020,2020,26076,16313,Rattus norvegicus
Mammalia,MT396987,11-Nov-2020,2020,26077,16642,Capra hircus
Mammalia,MT396986,11-Nov-2020,2020,26078,16624,Capra hircus
Mammalia,MT483993,11-Nov-2020,2020,26079,16367,Ellobius talpinus
Mammalia,MT483992,11-Nov-2020,2020,26080,16540,Ellobius lutescens
Mammalia,MT483991,11-Nov-2020,2020,26081,16388,Ellobius fuscocapillus
Osteichthyes,MT449680,11-Nov-2020,2020,26082,16601,Onychostoma lepturum
Mammalia,MT653633,14-Nov-2020,2020,26083,16719,Sus scrofa
Mammalia,MT423940,14-Nov-2020,2020,26084,16183,Tupaia montana
Mammalia,MT423939,14-Nov-2020,2020,26085,16183,Tupaia montana
Mammalia,MT423938,14-Nov-2020,2020,26086,16183,Tupaia montana
Mammalia,MT423937,14-Nov-2020,2020,26087,16183,Tupaia montana
Mammalia,MT423936,14-Nov-2020,2020,26088,16184,Tupaia montana
Mammalia,MT423935,14-Nov-2020,2020,26089,16184,Tupaia montana
Mammalia,MT423934,14-Nov-2020,2020,26090,16184,Tupaia montana
Mammalia,MT423933,14-Nov-2020,2020,26091,16184,Tupaia montana
Mammalia,MT423932,14-Nov-2020,2020,26092,16184,Tupaia montana
Mammalia,MT423931,14-Nov-2020,2020,26093,16184,Tupaia montana
Mammalia,MT423930,14-Nov-2020,2020,26094,16184,Tupaia montana
Mammalia,MT423929,14-Nov-2020,2020,26095,16183,Tupaia montana
Mammalia,MT423928,14-Nov-2020,2020,26096,16183,Tupaia montana
Mammalia,MT423927,14-Nov-2020,2020,26097,16183,Tupaia montana
Mammalia,MT423926,14-Nov-2020,2020,26098,16183,Tupaia montana
Mammalia,MT423925,14-Nov-2020,2020,26099,16183,Tupaia montana
Mammalia,MT423924,14-Nov-2020,2020,26100,16183,Tupaia montana
Mammalia,MT423923,14-Nov-2020,2020,26101,16183,Tupaia montana
Mammalia,MT423922,14-Nov-2020,2020,26102,16183,Tupaia montana
Mammalia,MT423921,14-Nov-2020,2020,26103,16183,Tupaia montana
Mammalia,MT423920,14-Nov-2020,2020,26104,16183,Tupaia montana
Mammalia,MT423919,14-Nov-2020,2020,26105,16183,Tupaia montana
Mammalia,MT423918,14-Nov-2020,2020,26106,16183,Tupaia montana
Mammalia,MT423917,14-Nov-2020,2020,26107,16183,Tupaia montana
Mammalia,MT423916,14-Nov-2020,2020,26108,16183,Tupaia montana
Mammalia,MT423915,14-Nov-2020,2020,26109,16183,Tupaia montana
Mammalia,MT423914,14-Nov-2020,2020,26110,16183,Tupaia montana
Mammalia,MT423913,14-Nov-2020,2020,26111,16183,Tupaia montana
Mammalia,MT423912,14-Nov-2020,2020,26112,16183,Tupaia montana
Mammalia,MT423911,14-Nov-2020,2020,26113,16183,Tupaia montana
Mammalia,MT423910,14-Nov-2020,2020,26114,16183,Tupaia montana
Mammalia,MT423909,14-Nov-2020,2020,26115,16183,Tupaia montana
Mammalia,MT423908,14-Nov-2020,2020,26116,16183,Tupaia montana
Mammalia,MT423907,14-Nov-2020,2020,26117,16183,Tupaia montana
Mammalia,MT423906,14-Nov-2020,2020,26118,16183,Tupaia montana
Mammalia,MT423905,14-Nov-2020,2020,26119,16183,Tupaia montana
Osteichthyes,MT647840,14-Nov-2020,2020,26120,16524,Tachysurus virgatus
Amphibia,MN073499,15-Nov-2020,2020,26121,16288,Paramesotriton labiatus
Aves,MW145005,15-Nov-2020,2020,26122,15576,Nesotrochis steganinos
Mammalia,MT219489,19-Nov-2020,2020,26123,16336,Gracilinanus agilis
Amphibia,MN242821,21-Nov-2020,2020,26124,16411,Hynobius unisacculus
Osteichthyes,MT136763,21-Nov-2020,2020,26125,16594,Cirrhinus mrigala
Testudines,MT039230,21-Nov-2020,2020,26126,16763,Amyda cartilaginea
Aves,NC_051558,22-Nov-2020,2020,26127,16914,Nucifraga caryocatactes
Aves,NC_051552,22-Nov-2020,2020,26128,16614,Acanthorhynchus tenuirostris
Aves,NC_051538,22-Nov-2020,2020,26129,16797,Carpodacus pulcherrimus
Aves,NC_051526,22-Nov-2020,2020,26130,16881,Seicercus examinandus
Aves,NC_051513,22-Nov-2020,2020,26131,16816,Sitta villosa
Aves,NC_051471,22-Nov-2020,2020,26132,16894,Corvus moneduloides
Aves,NC_051468,22-Nov-2020,2020,26133,16758,Molothrus ater
Aves,NC_051470,22-Nov-2020,2020,26134,16943,Xiphorhynchus elegans
Aves,NC_051469,22-Nov-2020,2020,26135,16783,Nesospiza acunhae
Aves,NC_051467,22-Nov-2020,2020,26136,16907,Aphelocoma coerulescens
Aves,NC_051466,22-Nov-2020,2020,26137,16891,Rhegmatorhina hoffmannsi
Aves,NC_051465,22-Nov-2020,2020,26138,16778,Sporophila hypoxantha
Aves,NC_051464,22-Nov-2020,2020,26139,15673,Pomatostomus ruficeps
Aves,NC_051463,22-Nov-2020,2020,26140,17733,Pitta sordida
Aves,NC_051462,22-Nov-2020,2020,26141,16866,Gymnorhina tibicen
Aves,MW074961,22-Nov-2020,2020,26142,16921,Aerodramus fuciphagus
Mammalia,MW027641,22-Nov-2020,2020,26143,16234,Sciurus anomalus
Mammalia,MW013133,22-Nov-2020,2020,26144,15982,Vormela peregusna
Mammalia,NC_051519,22-Nov-2020,2020,26145,16247,Stenocephalemys zimai
Mammalia,NC_051518,22-Nov-2020,2020,26146,16245,Stenocephalemys albocaudata
Mammalia,NC_051517,22-Nov-2020,2020,26147,16247,Stenocephalemys griseicauda
Mammalia,NC_051516,22-Nov-2020,2020,26148,16251,Stenocephalemys sokolovi
Mammalia,NC_051515,22-Nov-2020,2020,26149,16248,Stenocephalemys ruppi
Mammalia,NC_051514,22-Nov-2020,2020,26150,16247,Stenocephalemys albipes
Osteichthyes,NC_051547,22-Nov-2020,2020,26151,16980,Betta mahachaiensis
Osteichthyes,NC_051534,22-Nov-2020,2020,26152,17224,Sternoptyx diaphana
Osteichthyes,NC_051522,22-Nov-2020,2020,26153,16738,Yasuhikotakia eos
Osteichthyes,NC_051499,22-Nov-2020,2020,26154,16847,Ilisha striatula
Osteichthyes,NC_051497,22-Nov-2020,2020,26155,16801,Pomacentrus moluccensis
Osteichthyes,NC_051505,22-Nov-2020,2020,26156,16584,Pterocryptis anomala
Osteichthyes,NC_051488,22-Nov-2020,2020,26157,17280,Paedocypris carbunculus
Osteichthyes,NC_051487,22-Nov-2020,2020,26158,17208,Paedocypris micromegethes
Testudines,NC_051472,22-Nov-2020,2020,26159,16449,Chelonoidis abingdonii
Testudines,NC_051482,22-Nov-2020,2020,26160,15661,Chelonoidis microphyes
Testudines,NC_051481,22-Nov-2020,2020,26161,15661,Chelonoidis vandenburghi
Testudines,NC_051480,22-Nov-2020,2020,26162,15661,Chelonoidis guntheri
Testudines,NC_051479,22-Nov-2020,2020,26163,15661,Chelonoidis vicina
Testudines,NC_051478,22-Nov-2020,2020,26164,15661,Chelonoidis porteri
Testudines,NC_051477,22-Nov-2020,2020,26165,15661,Chelonoidis duncanensis
Testudines,NC_051476,22-Nov-2020,2020,26166,15661,Chelonoidis hoodensis
Testudines,NC_051475,22-Nov-2020,2020,26167,15661,Chelonoidis donfaustoi
Testudines,NC_051474,22-Nov-2020,2020,26168,15661,Chelonoidis darwini
Testudines,NC_051473,22-Nov-2020,2020,26169,15661,Chelonoidis becki
Aves,MW074963,24-Nov-2020,2020,26170,17059,Eudyptes chrysolophus
Aves,MT705248,24-Nov-2020,2020,26171,16785,Gallus gallus
Aves,MT762346,24-Nov-2020,2020,26172,16785,Gallus gallus
Aves,MT762345,24-Nov-2020,2020,26173,16785,Gallus gallus
Mammalia,MN304803,24-Nov-2020,2020,26174,18050,Geocapromys columbianus
Mammalia,MN304802,24-Nov-2020,2020,26175,19747,Elasmodontomys obliquus
Mammalia,MN304801,24-Nov-2020,2020,26176,18832,Brotomys voratus
Mammalia,MT850134,24-Nov-2020,2020,26177,16323,Bos grunniens
Osteichthyes,MT501391,24-Nov-2020,2020,26178,16658,Rhinichthys osculus
Osteichthyes,MT501390,24-Nov-2020,2020,26179,16658,Rhinichthys osculus
Osteichthyes,MT501389,24-Nov-2020,2020,26180,16623,Catostomus discobolus
Osteichthyes,MT501388,24-Nov-2020,2020,26181,16623,Catostomus discobolus
Osteichthyes,MT501387,24-Nov-2020,2020,26182,16624,Catostomus latipinnis
Osteichthyes,MT501386,24-Nov-2020,2020,26183,16624,Catostomus latipinnis
Osteichthyes,MT501385,24-Nov-2020,2020,26184,16710,Notropis jemezanus
Osteichthyes,MT501384,24-Nov-2020,2020,26185,16710,Notropis jemezanus
Osteichthyes,MT501383,24-Nov-2020,2020,26186,16710,Cyprinella lutrensis
Osteichthyes,MT501382,24-Nov-2020,2020,26187,16710,Cyprinella lutrensis
Osteichthyes,MT501381,24-Nov-2020,2020,26188,16799,Dionda diaboli
Osteichthyes,MT501380,24-Nov-2020,2020,26189,16502,Ictalurus pricei
Osteichthyes,MT501379,24-Nov-2020,2020,26190,16502,Ictalurus pricei
Osteichthyes,MT501378,24-Nov-2020,2020,26191,16714,Hybognathus amarus
Osteichthyes,MT501377,24-Nov-2020,2020,26192,16714,Hybognathus amarus
Osteichthyes,MT501376,24-Nov-2020,2020,26193,16585,Gila nigrescens
Osteichthyes,MT501375,24-Nov-2020,2020,26194,16623,Deltistes luxatus
Osteichthyes,MT501374,24-Nov-2020,2020,26195,16623,Deltistes luxatus
Osteichthyes,MT501373,24-Nov-2020,2020,26196,16623,Deltistes luxatus
Osteichthyes,MT501372,24-Nov-2020,2020,26197,16623,Catostomus discobolus yarrowi
Osteichthyes,MT501371,24-Nov-2020,2020,26198,16623,Catostomus discobolus yarrowi
Osteichthyes,MT501370,24-Nov-2020,2020,26199,16623,Catostomus discobolus yarrowi
Osteichthyes,MT501369,24-Nov-2020,2020,26200,16706,Notropis simus pecosensis
Osteichthyes,MT501368,24-Nov-2020,2020,26201,16591,Gila cypha
Osteichthyes,MT501367,24-Nov-2020,2020,26202,16591,Gila cypha
Osteichthyes,MT501366,24-Nov-2020,2020,26203,16593,Gila elegans
Osteichthyes,MT501365,24-Nov-2020,2020,26204,16593,Gila elegans
Osteichthyes,MT501364,24-Nov-2020,2020,26205,16626,Xyrauchen texanus
Osteichthyes,MT501363,24-Nov-2020,2020,26206,16627,Xyrauchen texanus
Osteichthyes,MT501362,24-Nov-2020,2020,26207,16626,Xyrauchen texanus
Osteichthyes,MT501361,24-Nov-2020,2020,26208,16588,Ptychocheilus lucius
Squamata,MT547176,24-Nov-2020,2020,26209,17120,Sinomicrurus macclellandi
Aves,MT773644,25-Nov-2020,2020,26210,16784,Gallus gallus
Aves,MT773643,25-Nov-2020,2020,26211,16786,Gallus gallus
Osteichthyes,MT667256,25-Nov-2020,2020,26212,16729,Esox masquinongy
Osteichthyes,MT667255,25-Nov-2020,2020,26213,16602,Semotilus corporalis
Osteichthyes,MT667254,25-Nov-2020,2020,26214,16659,Oncorhynchus mykiss
Osteichthyes,MT667253,25-Nov-2020,2020,26215,16485,Lepomis cyanellus
